,Epithelial,Fibroblast,Pericyte,Endothelial,CD4T,Macrophage,B,CD8T,DC,NK,Plasma,NKT,Mast,Monocyte
1445,XDH,MCEE,CXCR4,LBX2-AS1,GPD1L,TBC1D8,INKA1,POGLUT1,POLR2D,ZBTB11,FN1,THOC7,ARL6IP5,LRRFIP2
1446,MEMO1,MPHOSPH10,HNMT,PCGF1,CMTM8,CNOT11,UBA7,TIMMDC1,AMMECR1L,RPL24,MREG,PSMD6,FRMD4B,GOLGA4
1447,DPY30,ZNF638,SPOPL,AUP1,CMTM7,RNF149,RBM6,COX17,AC012306.2,NFKBIZ,XRCC5,SLC25A26,MITF,CTDSPL
1448,SPAST,CYP26B1,ARHGAP15,HTRA2,CMTM6,MAP4K4,RBM5,GSK3B,SAP130,CBLB,RPL37A,SUCLG2,FOXP1,VILL
1449,SLC30A6,EXOC6B,GTDC1,DOK1,DYNC1LI1,IL1R2,GNAI2,LRRC58,UGGT1,BBX,IGFBP5,TMF1,RYBP,ACAA1
1450,YIPF4,SPR,ZEB2,HK2,CNOT10,IL1R1,IFRD2,NDUFB4,HS6ST1,CD47,ARPC2,UBA3,SHQ1,MYD88
1451,AL133245.1,SFXN5,TEX41,POLE4,CCR4,IL18R1,TUSC2,HCLS1,SMPD4,IFT57,AAMP,ARL6IP5,PPP4R2,OXSR1
1452,BIRC6,RAB11FIP5,ACVR2A,TACR1,GLB1,MRPS9,RASSF1,GOLGB1,MZT2B,DZIP3,PNKD,FRMD4B,GBE1,EXOG
1453,TTC27,SMYD5,ORC4,AC007681.1,CRTAP,TGFBRAP1,NPRL2,IQCB1,CCDC115,TRAT1,TMBIM1,FOXP1,CHMP2B,WDR48
1454,LTBP1,PRADC1,MBD5,EVA1A,UBP1,AC012360.3,CYB561D2,FAM162A,IMP4,NECTIN3,CTDSP1,EIF4E3,CGGBP1,CSRNP1
1455,RASGRP3,CCT7,EPC2,MRPL19,CLASP2,C2orf49,TMEM115,KPNA1,PTPN18,CD96,USP37,RYBP,ZNF654,CX3CR1
1456,FAM98A,ALMS1,MMADHC,GCFC2,PDCD6IP,FHL2,CYB561D2.1,PARP9,FAM168B,PLCXD2,CNOT9,PPP4R2,C3orf38,SLC25A38
1457,AC009414.2,TPRKB,RND3,SUCLG1,TRANK1,NCK2,HEMK1,DTX3L,PLEKHB2,ABHD10,ZNF142,GBE1,PROS1,RPSA
1458,CRIM1,DUSP11,RBM43,TRABD2A,EPM2AIP1,UXS1,MAPKAPK3,PARP15,MZT2A,ATG3,BCS1L,CHMP2B,ARL13B,EIF1B
1459,FEZ2,STAMBP,NMI,TMSB10,MLH1,SULT1C2,MANF,PARP14,CCDC74A,GTPBP8,WNT10A,CGGBP1,NSUN3,ENTPD3-AS1
1460,STRN,ACTG2,TNFAIP6,KCMF1,LRRFIP2,GCC2,RBM15B,SEC22A,NCKAP5,NEPRO,SLC23A3,ZNF654,MTRNR2L12,RPL14
1461,HEATR5B,DGUOK,RIF1,TCF7L1,GOLGA4,LIMS1,DCAF1,HACD2,MGAT5,USF3,CNPPD1,C3orf38,CLDND1,CTNNB1
1462,GPATCH11,TET3,ARL5A,TGOLN2,ACAA1,RANBP2,RAD54L2,CCDC14,CCNT2,NAA50,RETREG2,NSUN3,ST3GAL6,ULK4
1463,EIF2AK2,BOLA3,STAM2,RETSAT,MYD88,SEPT10,TEX264,HEG1,RAB3GAP1,ATP6V1A,ZFAND2B,MTRNR2L12,DCBLD2,TRAK1
1464,CEBPZOS,BOLA3-AS1,FMNL2,ELMOD3,OXSR1,SOWAHC,RRP9,ZNF148,R3HDM1,AC093010.2,ANKZF1,RIOX2,CMSS1,SEC22C
1465,CEBPZ,MOB1A,PRPF40A,CAPG,EXOG,RGPD5,ABHD14B,SNX4,UBXN4,TIGIT,STK16,CLDND1,TBC1D23,SS18L2
1466,NDUFAF7,MTHFD2,ARL6IP6,MAT2A,WDR48,SMIM37,ABHD14A,OSBPL11,AC011893.1,ZBTB20,TUBA4A,CMSS1,NIT2,NKTR
1467,PRKD3,DCTN1,RPRM,GGCX,CSRNP1,MIR4435-2HG,RPL29,SLC41A3,MCM6,B4GALT4,DNAJB2,TBC1D23,TOMM70,LINC02158
1468,QPCT,WDR54,NR4A2,VAMP8,SLC25A38,BCL2L11,ALAS1,ABTB1,DARS,POGLUT1,DNPEP,NIT2,TFG,HIGD1A
1469,CDC42EP3,RTKN,GPD2,VAMP5,RPSA,ANAPC1,TWF2,SEC61A1,CXCR4,TIMMDC1,GMPPA,TOMM70,SENP7,SNRK
1470,CYP1B1,INO80B,ACVR1,RNF181,EIF1B,MERTK,PPM1M,RUVBL1,HNMT,COX17,CHPF,TMEM45A,TRMT10C,ABHD5
1471,ATL2,MOGS,PKP4,TMEM150A,ENTPD3-AS1,TMEM87B,WDR82,RPN1,SPOPL,GSK3B,STK11IP,TFG,PCNP,TCAIM
1472,AC011247.1,MRPL53,DAPL1,USP39,RPL14,ZC3H8,BAP1,RAB7A,KYNU,LRRC58,FARSB,SENP7,ZBTB11,ZNF660
1473,HNRNPLL,CCDC142,TANC1,C2orf68,CTNNB1,ZC3H6,NISCH,ISY1,ARHGAP15,NDUFB4,ACSL3,TRMT10C,RPL24,KIAA1143
1474,GALM,TTC31,WDSUB1,GNLY,ULK4,TTL,SMIM4,CNBP,GTDC1,HCLS1,AP1S3,PCNP,NXPE3,TMEM42
1475,SRSF7,PCGF1,BAZ2B,ATOH8,SEC22C,POLR1B,PBRM1,COPG1,ZEB2,GOLGB1,WDFY1,ZBTB11,NFKBIZ,ZDHHC3
1476,GEMIN6,AUP1,MARCH7,POLR1A,SS18L2,CHCHD5,GNL3,HMCES,ZEB2-AS1,IQCB1,MRPL44,RPL24,BBX,EXOSC7
1477,DHX57,HTRA2,CD302,PTCD3,NKTR,SLC20A1,GLT8D1,H1FX,ACVR2A,CCDC58,SERPINE2,NFKBIZ,CD47,LIMD1
1478,MORN2,DOK1,RBMS1,IMMT,HIGD1A,IL1A,SPCS1,MBD4,ORC4,FAM162A,CUL3,ALCAM,IFT57,SACM1L
1479,SOS1,HK2,TANK,MRPL35,SNRK,IL1B,SFMBT1,TMCC1,MBD5,KPNA1,DOCK10,CBLB,ABHD10,CCR1
1480,MAP4K3,POLE4,PSMD14,KDM3A,ABHD5,IL1RN,PRKCD,ATP2C1,EPC2,PARP9,RHBDD1,BBX,ATG3,CCR2
1481,AC007388.1,EVA1A,IFIH1,CHMP3,ZNF445,PSD4,TKT,ASTE1,MMADHC,DTX3L,COL4A4,CD47,CD200R1,AC098613.1
1482,TMEM178A,MRPL19,GCA,RNF103,KIAA1143,PAX8,DCP1A,NUDT16,RND3,PARP15,MFF,IFT57,GTPBP8,CCR5
1483,THUMPD2,GCFC2,FIGN,RMND5A,TMEM42,CBWD2,ACTR8,MRPL3,NMI,PARP14,AGFG1,DZIP3,NEPRO,CCRL2
1484,EML4,SUCLG1,COBLL1,PLGLB1,ZDHHC3,SLC35F5,SELENOK,DNAJC13,RIF1,HSPBAP1,TRIP12,TRAT1,NAA50,CCDC12
1485,COX7A2L,TMSB10,SLC38A11,LINC01943,EXOSC7,AC110769.2,CCDC66,UBA5,ARL5A,HACD2,SP110,NECTIN3,ATP6V1A,NBEAL2
1486,MTA3,KCMF1,SCN3A,CYTOR,LIMD1,ACTR3,FAM208A,NPHP3,STAM2,CCDC14,SP140,CD96,ZBTB20,SETD2
1487,LINC01819,TCF7L1,CSRNP3,KRCC1,SACM1L,DDX18,ARHGEF3,CDV3,FMNL2,UMPS,SP140L,ABHD10,ZBTB20-AS2,KIF9
1488,ZFP36L2,TGOLN2,TTC21B,EIF2AK3,FYCO1,AC009404.1,APPL1,TOPBP1,PRPF40A,HEG1,SP100,ATG3,B4GALT4,KLHL18
1489,THADA,RETSAT,STK39,RPIA,CXCR6,CCDC93,PDE12,SRPRB,ARL6IP6,ZNF148,CAB39,CD200R1,POGLUT1,AC099778.1
1490,PLEKHH2,ELMOD3,CERS6,IGKC,CCR5,INSIG2,ARF4,RYK,NR4A2,SNX4,ITM2C,GTPBP8,TIMMDC1,PTPN23
1491,DYNC2LI1,CAPG,PPIG,MRPS5,LRRC2,MARCO,DENND6A,ANAPC13,GPD2,ABTB1,PSMD1,NEPRO,COX17,SCAP
1492,LRPPRC,MAT2A,KLHL23,ZNF514,CCDC12,STEAP3,SLMAP,CEP63,CYTIP,MGLL,ARMC9,SIDT1,GSK3B,SMARCC1
1493,PPM1B,GGCX,SSB,FAHD2A,NBEAL2,C2orf76,FLNB,MSL2,ACVR1,SEC61A1,NCL,USF3,LRRC58,DHX30
1494,PREPL,VAMP8,METTL5,AC009237.14,SETD2,DBI,RPP14,STAG1,PKP4,RUVBL1,PTMA,NAA50,NDUFB4,MAP4
1495,CAMKMT,VAMP5,UBR3,ANKRD36C,KLHL18,TMEM37,PXK,NCK1,DAPL1,EEFSEC,PDE6D,ATP6V1A,RABL3,ZNF589
1496,SRBD1,RNF181,GORASP2,GPAT2,PTPN23,PTPN4,PDHB,ARMC8,BAZ2B,RPN1,COPS7B,AC093010.2,GTF2E1,NME6
1497,PRKCE,TMEM150A,TLK1,DUSP2,SCAP,EPB41L5,THOC7,PIK3CB,AC009506.1,RAB7A,DIS3L2,TIGIT,HCLS1,TMA7
1498,EPAS1,USP39,METTL8,STARD7,ELP6,TMEM185B,PSMD6,MRPS22,MARCH7,ISY1,EIF4E2,ZBTB20,GOLGB1,SHISA5
1499,ATP6V1E2,C2orf68,DCAF17,TMEM127,SMARCC1,RALB,SLC25A26,COPB2,CD302,CNBP,EFHD1,ZBTB20-AS2,IQCB1,PFKFB4
1500,RHOQ,ATOH8,CYBRD1,CIAO1,DHX30,TFCP2L1,KBTBD8,SLC25A36,LY75,COPG1,GIGYF2,B4GALT4,EAF2,UQCRC1
1501,PIGF,ST3GAL5,DYNC1I2,SNRNP200,MAP4,CLASP1,SUCLG2,ZBTB38,RBMS1,HMCES,INPP5D,TMEM39A,FAM162A,IP6K2
1502,CRIPT,POLR1A,SLC25A12,ITPRIPL1,NME6,NIFK-AS1,TMF1,RASA2,TANK,H1FX,DGKD,POGLUT1,KPNA1,PRKAR2A
1503,SOCS5,PTCD3,HAT1,NCAPH,TMA7,NIFK,UBA3,RNF7,PSMD14,MBD4,USP40,TIMMDC1,PARP9,ARIH2
1504,MCFD2,IMMT,DLX2,NEURL3,SHISA5,TSN,ARL6IP5,ATP1B3,DPP4,ATP2C1,ARL4C,COX17,DTX3L,P4HTM
1505,TTC7A,MRPL35,PDK1,ARID5A,UQCRC1,GYPC,LMOD3,TFDP2,IFIH1,ASTE1,COPS8,GSK3B,PARP14,WDR6
1506,CALM2,KDM3A,MAP3K20,KANSL3,IP6K2,BIN1,FOXP1,GK5,GCA,NUDT16,COL6A3,LRRC58,CCDC14,DALRD3
1507,AC106869.1,CHMP3,SP3,LMAN2L,PRKAR2A,ERCC3,RYBP,XRN1,COBLL1,MRPL3,MLPH,NDUFB4,UMPS,NDUFAF3
1508,EPCAM,RNF103,OLA1,CNNM4,SLC25A20,MAP3K2,SHQ1,ATR,GALNT3,DNAJC13,LRRFIP1,GTF2E1,HEG1,IMPDH2
1509,MSH2,RMND5A,CIR1,CNNM3,ARIH2OS,PROC,PPP4R2,U2SURP,TTC21B,NPHP3,UBE2F,HCLS1,ZNF148,QRICH1
1510,MSH6,LINC01943,GPR155,ANKRD39,ARIH2,IWS1,ZNF717,SLC9A9,SCN9A,CDV3,SCLY,GOLGB1,SNX4,QARS
1511,FBXO11,CYTOR,WIPF1,SEMA4C,P4HTM,WDR33,GBE1,C3orf58,STK39,TOPBP1,ILKAP,IQCB1,OSBPL11,USP19
1512,FOXN2,KRCC1,CHN1,ANKRD36,WDR6,SFT2D3,CHMP2B,PLSCR1,CERS6,SRPRB,HES6,CCDC58,SLC41A3,LAMB2
1513,PPP1R21,THNSL2,ATF2,AC092683.1,DALRD3,POLR2D,CGGBP1,GYG1,DHRS9,RYK,TRAF3IP1,FAM162A,ZXDC,C3orf62
1514,ASB3,EIF2AK3,ATP5MC3,ANKRD36B,NDUFAF3,AMMECR1L,ZNF654,HLTF,FASTKD1,ANAPC13,ASB1,KPNA1,TPRA1,USP4
1515,CHAC2,RPIA,LNPK,COX5B,IMPDH2,AC012306.2,C3orf38,HPS3,PPIG,CEP63,AC062017.1,PARP9,ABTB1,RHOA
1516,ERLEC1,IGKC,HOXD-AS2,ACTR1B,QRICH1,SAP130,ARL13B,TM4SF1,SSB,MSL2,NDUFA10,DTX3L,SEC61A1,TCTA
1517,PSME4,MRPS5,HOXD8,TMEM131,QARS,UGGT1,MTRNR2L12,COMMD2,METTL5,STAG1,COPS9,PARP15,RUVBL1,RNF123
1518,ACYP2,ZNF514,MTX2,INPP4A,USP4,HS6ST1,RIOX2,RNF13,UBR3,NCK1,ANKMY1,PARP14,EEFSEC,GMPPB
1519,SPTBN1,PROM2,LINC01116,COA5,RHOA,SMPD4,CLDND1,TSC22D2,GORASP2,ARMC8,DUSP28,HSPBAP1,GATA2,IP6K1
1520,RTN4,FAHD2A,HNRNPA3,UNC50,TCTA,MZT2B,CMSS1,SERP1,TLK1,FAIM,RNPEPL1,HACD2,RPN1,UBA7
1521,CLHC1,LINC00342,NFE2L2,MGAT4A,APEH,CCDC115,FILIP1L,EIF2A,METTL8,MRPS22,CAPN10-DT,CCDC14,RAB7A,RBM6
1522,RPS27A,ANKRD36C,AGPS,KIAA1211L,GMPPB,IMP4,TBC1D23,SELENOT,DCAF17,COPB2,CAPN10,HEG1,ACAD9,RBM5
1523,MTIF2,GPAT2,OSBPL6,TSGA10,IP6K1,PTPN18,NIT2,SIAH2,CYBRD1,SLC25A36,MTERF4,ZNF148,ISY1,GNAI2
1524,CCDC88A,DUSP2,PRKRA,LIPT1,UBA7,FAM168B,TOMM70,GPR171,DYNC1I2,ZBTB38,PASK,SNX4,CNBP,U73166.1
1525,CFAP36,STARD7,FKBP7,MITD1,RBM6,PLEKHB2,TFG,MBNL1,SLC25A12,RASA2,PPP1R7,ABTB1,HMCES,IFRD2
1526,PPP4R3B,TMEM127,PLEKHA3,MRPL30,RBM5,MZT2A,SENP7,RAP2B,HAT1,RNF7,HDLBP,SEC61A1,H1FX,HYAL2
1527,AC015982.1,CIAO1,TTN-AS1,TXNDC9,GNAI2,CCDC74A,TRMT10C,DHX36,ITGA6,ATP1B3,SEPT2,RUVBL1,MBD4,TUSC2
1528,PNPT1,SNRNP200,SESTD1,EIF5B,IFRD2,NCKAP5,PCNP,GMPS,PDK1,TFDP2,FARP2,RPN1,TMCC1,RASSF1
1529,EFEMP1,ARID5A,CWC22,REV1,TUSC2,MGAT5,ZBTB11,SSR3,MAP3K20,GK5,STK25,RAB7A,ATP2C1,CYB561D2
1530,VRK2,KANSL3,UBE2E3,CHST10,RASSF1,TMEM163,RPL24,TIPARP,SP3,XRN1,THAP4,ISY1,ASTE1,HEMK1
1531,FANCL,LMAN2L,ITGA4,PDCL3,NPRL2,CCNT2,CEP97,CCNL1,OLA1,ATR,ATG4B,CNBP,NUDT16,CISH
1532,BCL11A,CNNM4,SSFA2,NPAS2,CYB561D2,RAB3GAP1,NXPE3,RSRC1,CIR1,U2SURP,DTYMK,COPG1,MRPL3,MAPKAPK3
1533,PAPOLG,CNNM3,PDE1A,RPL31,TMEM115,R3HDM1,NFKBIZ,GFM1,GPR155,SLC9A9,ING5,HMCES,DNAJC13,LINC02019
1534,REL,ANKRD39,DNAJC10,TBC1D8,CYB561D2.1,UBXN4,ALCAM,MFSD1,WIPF1,C3orf58,TRNT1,H1FX,UBA5,MANF
1535,PUS10,SEMA4C,FRZB,CNOT11,HEMK1,MCM6,CBLB,IFT80,ATF2,PLSCR1,CRBN,MBD4,NPHP3,RBM15B
1536,PEX13,FAHD2B,NCKAP1,RNF149,CISH,DARS,BBX,SMC4,ATP5MC3,GYG1,ITPR1,ASTE1,CDV3,DCAF1
1537,KIAA1841,ANKRD36,NUP35,RFX8,MAPKAPK3,CXCR4,CD47,TRIM59,LNPK,HLTF,BHLHE40,NUDT16,SRPRB,RAD54L2
1538,C2orf74,AC092683.1,ZC3H15,MAP4K4,MANF,HNMT,LINC01215,KPNA4,MTX2,HPS3,ARL8B,MRPL3,RYK,TEX264
1539,USP34,ANKRD36B,ITGAV,IL1R2,RBM15B,SPOPL,IFT57,NMD3,LINC01116,TM4SF1,AC026202.2,DNAJC13,ANAPC13,RRP9
1540,XPO1,COX5B,FAM171B,IL1R1,DCAF1,KYNU,DZIP3,PDCD10,HNRNPA3,COMMD2,EDEM1,UBA5,CEP63,ABHD14B
1541,FAM161A,ACTR1B,CALCRL,IL1RL2,RAD54L2,ARHGAP15,CD96,GOLIM4,NFE2L2,RNF13,LMCD1,NPHP3,MSL2,RPL29
1542,CCT4,TMEM131,TFPI,IL1RL1,TEX264,GTDC1,CD200,MYNN,AC079305.1,TSC22D2,SRGAP3,CDV3,PCCB,DUSP7
1543,COMMD1,INPP4A,GULP1,IL18R1,RRP9,ZEB2,BTLA,SEC62,AGPS,SERP1,THUMPD3-AS1,TOPBP1,STAG1,TWF2
1544,B3GNT2,COA5,COL3A1,MFSD9,PCBP4,ZEB2-AS1,ATG3,PHC3,RBM45,EIF2A,THUMPD3,SRPRB,NCK1-DT,PPM1M
1545,TMEM17,UNC50,COL5A2,MRPS9,ABHD14B,ACVR2A,GTPBP8,PRKCI,AC009948.1,SELENOT,SETD5,RYK,NCK1,WDR82
1546,EHBP1,MGAT4A,WDR75,TGFBRAP1,ABHD14A,ORC4,NEPRO,SKIL,PRKRA,ERICH6-AS1,MTMR14,ANAPC13,ARMC8,GLYCTK
1547,AC009501.1,TSGA10,SLC40A1,AC012360.3,RPL29,MBD5,SPICE1,RPL22L1,FKBP7,SIAH2,OGG1,CEP63,FAIM,BAP1
1548,WDPCP,LIPT1,ASNSD1,C2orf49,ALAS1,EPC2,SIDT1,EIF5A2,PLEKHA3,GPR171,TADA3,MSL2,PIK3CB,NISCH
1549,MDH1,MITD1,ANKAR,FHL2,TWF2,MMADHC,SIDT1-AS1,TNIK,TTN-AS1,MBNL1,ARPC4,PCCB,MRPS22,STAB1
1550,UGP2,MRPL30,ORMDL1,NCK2,PPM1M,RND3,USF3,TNFSF10,SESTD1,RAP2B,RPUSD3,STAG1,COPB2,SMIM4
1551,VPS54,TXNDC9,PMS1,C2orf40,WDR82,RBM43,NAA50,TBL1XR1,CWC22,DHX36,JAGN1,NCK1,SLC25A36,PBRM1
1552,PELI1,EIF5B,HIBCH,UXS1,BAP1,NMI,ATP6V1A,ZMAT3,UBE2E3,SLC33A1,CRELD1,ARMC8,ZBTB38,GNL3
1553,LGALSL,REV1,INPP1,SULT1C4,NISCH,TNFAIP6,GRAMD1C,PIK3CA,ITGA4,GMPS,EMC3,CEP70,RASA2,GLT8D1
1554,AFTPH,AFF3,NAB1,GCC2,SMIM4,RIF1,ZDHHC23,ZNF639,SSFA2,SSR3,BRK1,FAIM,RNF7,SPCS1
1555,SERTAD2,LONRF2,GLS,LIMS1,PBRM1,ARL5A,CCDC191,ACTL6A,DNAJC10,TIPARP,VHL,PIK3CB,ATP1B3,NEK4
1556,SLC1A4,CHST10,STAT1,RANBP2,GNL3,CACNB4,QTRT2,MRPL47,NCKAP1,CCNL1,IRAK2,MRPS22,TFDP2,PRKCD
1557,CEP68,PDCL3,MYO1B,CCDC138,GLT8D1,STAM2,AC093010.2,NDUFB5,NUP35,RSRC1,TATDN2,COPB2,XRN1,TKT
1558,RAB1A,NPAS2,NABP1,SH3RF3-AS1,SPCS1,FMNL2,TIGIT,TTC14,AC096667.1,GFM1,SEC13,SLC25A36,U2SURP,DCP1A
1559,ACTR2,RPL31,CAVIN2,SH3RF3,SFMBT1,PRPF40A,ZBTB20,FXR1,ZC3H15,MFSD1,ATG7,ZBTB38,CHST2,ACTR8
1560,SPRED2,TBC1D8,SLC39A10,SEPT10,RFT1,ARL6IP6,B4GALT4,DNAJC19,ITGAV,IFT80,VGLL4,RASA2,C3orf58,SELENOK
1561,MEIS1,CNOT11,STK17B,SOWAHC,TKT,AC074099.1,TMEM39A,ATP11B,CALCRL,SMC4,TAMM41,RNF7,PLSCR1,CACNA2D3
1562,ETAA1,RNF149,GTF3C3,RGPD5,DCP1A,NR4A2,POGLUT1,DCUN1D1,TFPI,TRIM59,MKRN2,ATP1B3,CPA3,CCDC66
1563,C1D,RFX8,PGAP1,MALL,SELENOK,GPD2,TIMMDC1,KLHL6,COL3A1,KPNA4,RAF1,TFDP2,GYG1,FAM208A
1564,WDR92,MAP4K4,ANKRD44,NPHP1,CCDC66,CYTIP,COX17,KLHL24,WDR75,NMD3,RPL32,XRN1,HLTF,ARHGEF3
1565,PNO1,IL1R2,SF3B1,SMIM37,FAM208A,ACVR1,GSK3B,PARL,SLC40A1,PDCD10,IQSEC1,ATR,HPS3,APPL1
1566,PPP3R1,IL1R1,COQ10B,MIR4435-2HG,ARHGEF3,PKP4,LRRC58,EIF2B5,ASNSD1,GOLIM4,NUP210,U2SURP,TM4SF1,PDE12
1567,FBXO48,IL1RL2,HSPD1,BCL2L11,APPL1,DAPL1,NDUFB4,AP2M1,ORMDL1,MYNN,CHCHD4,SLC9A9,COMMD2,ARF4
1568,APLF,IL1RL1,HSPE1,AC108463.3,PDE12,WDSUB1,RABL3,ABCF3,PMS1,SEC62,TMEM43,C3orf58,RNF13,ARF4-AS1
1569,ANTXR1,IL18R1,MOB4,AC068491.3,ARF4,BAZ2B,HCLS1,ALG3,HIBCH,PHC3,XPC,PLSCR1,PFN2,SLMAP
1570,GFPT1,MFSD9,MARS2,ANAPC1,DENND6A,MARCH7,GOLGB1,PSMD2,INPP1,PRKCI,LSM3,GYG1,TSC22D2,FLNB
1571,NFU1,MRPS9,PLCL1,MERTK,SLMAP,CD302,IQCB1,EIF4G1,NAB1,SKIL,SLC6A6,HLTF,SERP1,PXK
1572,AAK1,TGFBRAP1,SATB2,TMEM87B,FLNB,LY75,EAF2,POLR2H,GLS,RPL22L1,CCDC174,HPS3,EIF2A,PDHB
1573,ANXA4,AC012360.3,C2orf69,FBLN7,RPP14,ITGB6,SLC15A2,VPS8,STAT1,EIF5A2,FGD5-AS1,TM4SF1,SELENOT,KCTD6
1574,GMCL1,C2orf49,TYW5,ZC3H8,PXK,RBMS1,CD86,MAP3K13,STAT4,TNIK,MRPS25,COMMD2,SIAH2,THOC7
1575,SNRNP27,FHL2,MAIP1,ZC3H6,PDHB,TANK,CCDC58,TMEM41A,MYO1B,FNDC3B,RBSN,RNF13,P2RY14,PSMD6
1576,MXD1,NCK2,SPATS2L,TTL,FHIT,PSMD14,FAM162A,SENP2,NABP1,TNFSF10,CAPN7,TSC22D2,MBNL1,SLC25A26
1577,PCBP1,C2orf40,SGO2,POLR1B,C3orf14,IFIH1,KPNA1,TRA2B,CAVIN2,TBL1XR1,SH3BP5-AS1,SERP1,RAP2B,KBTBD8
1578,C2orf42,UXS1,BZW1,CHCHD5,THOC7,GCA,PARP9,DNAJB11,SLC39A10,ZMAT3,SH3BP5,EIF2A,DHX36,SUCLG2
1579,TIA1,ST6GAL2,CLK1,SLC20A1,ATXN7,GALNT3,DTX3L,EIF4A2,STK17B,PIK3CA,METTL6,SELENOT,SLC33A1,TMF1
1580,PCYOX1,GCC2,PPIL3,CBWD2,PSMD6,TTC21B,PARP15,ST6GAL1,AC114760.2,ZNF639,EAF1,SIAH2,SSR3,UBA3
1581,SNRPG,LIMS1,NIF3L1,RABL2A,SLC25A26,STK39,PARP14,RPL39L,GTF3C3,MFN1,HACL1,GPR171,TIPARP,ARL6IP5
1582,FAM136A,RANBP2,ORC2,SLC35F5,LRIG1,CERS6,HSPBAP1,RTP4,ANKRD44,ACTL6A,BTD,MBNL1,CCNL1,FRMD4B
1583,TGFA,SH3RF3,FAM126B,AC110769.2,SUCLG2,DHRS9,HACD2,BCL6,SF3B1,MRPL47,ANKRD28,RAP2B,RSRC1,MITF
1584,TEX261,SEPT10,NDUFB3,ACTR3,TMF1,BBS5,CCDC14,LPP,COQ10B,NDUFB5,DPH3,DHX36,GFM1,FOXP1
1585,NAGK,SOWAHC,CFLAR,DDX18,UBA3,FASTKD1,ZNF148,TPRG1,HSPD1,TTC14,OXNAD1,GMPS,LXN,EIF4E3
1586,MCEE,RGPD5,TRAK2,AC009404.1,ARL6IP5,PPIG,SNX4,OPA1,HSPE1,FXR1,RFTN1,SSR3,RARRES1,LINC00877
1587,MPHOSPH10,MALL,TMEM237,CCDC93,LMOD3,SSB,OSBPL11,ATP13A3,MOB4,DNAJC19,TBC1D5,TIPARP,MFSD1,RYBP
1588,PAIP2B,NPHP1,ALS2,INSIG2,FRMD4B,METTL5,ZXDC,LSG1,FTCDNL1,ATP11B,RAB5A,CCNL1,AC080013.1,PPP4R2
1589,ZNF638,SMIM37,FZD7,STEAP3,FOXP1,UBR3,ABTB1,ACAP2,C2orf69,DCUN1D1,KAT2B,RSRC1,IL12A-AS1,EBLN2
1590,EXOC6B,MIR4435-2HG,SUMO1,C2orf76,EIF4E3,GORASP2,SEC61A1,PPP1R2,TYW5,KLHL6,UBE2E2,MLF1,SMC4,GBE1
1591,SPR,BCL2L11,NOP58,DBI,RYBP,TLK1,RUVBL1,APOD,MAIP1,KLHL24,UBE2E1,GFM1,KPNA4,CHMP2B
1592,EMX1,AC108463.3,BMPR2,TMEM177,PPP4R2,METTL8,RPN1,MUC20-OT1,SPATS2L,YEATS2,NKIRAS1,MFSD1,NMD3,CGGBP1
1593,SFXN5,AC068491.3,FAM117B,PTPN4,CHMP2B,DCAF17,RAB7A,TNK2,KCTD18,PARL,RPL15,SMC4,PDCD10,ZNF654
1594,RAB11FIP5,ANAPC1,WDR12,EPB41L5,CGGBP1,CYBRD1,ISY1,TFRC,SGO2,EIF2B5,NR1D2,KPNA4,SERPINI1,MTRNR2L12
1595,SMYD5,TMEM87B,NBEAL1,TMEM185B,ZNF654,DYNC1I2,CNBP,PCYT1A,BZW1,DVL3,TOP2B,NMD3,GOLIM4,CRYBG3
1596,PRADC1,FBLN7,CYP20A1,RALB,C3orf38,SLC25A12,COPG1,TCTEX1D2,CLK1,AP2M1,NGLY1,PDCD10,MYNN,CLDND1
1597,CCT7,ZC3H8,ABI2,INHBB,ARL13B,HAT1,H1FX,UBXN7,PPIL3,ABCF3,OXSM,GOLIM4,SEC62,CPOX
1598,FBXO41,ZC3H6,RAPH1,CLASP1,NSUN3,ITGA6,MBD4,RNF168,NIF3L1,ALG3,SLC4A7,MYNN,PHC3,ST3GAL6
1599,ALMS1,TTL,PARD3B,NIFK-AS1,MTRNR2L12,PDK1,TMCC1,PIGX,ORC2,PSMD2,CMC1,SEC62,PRKCI,CMSS1
1600,TPRKB,POLR1B,NRP2,NIFK,CLDND1,MAP3K20,ATP2C1,PAK2,FAM126B,EIF4G1,AZI2,GPR160,SKIL,TBC1D23
1601,DUSP11,CHCHD5,INO80D,TSN,CMSS1,SP3,NUDT16,SENP5,NDUFB3,POLR2H,TGFBR2,PHC3,RPL22L1,NIT2
1602,STAMBP,AC079922.2,NDUFS1,GYPC,TBC1D23,OLA1,MRPL3,NCBP2,CFLAR,MAGEF1,STT3B,PRKCI,EIF5A2,TOMM70
1603,ACTG2,SLC20A1,EEF1B2,BIN1,NIT2,CIR1,DNAJC13,NCBP2-AS2,CFLAR-AS1,VPS8,OSBPL10,SKIL,TNIK,TMEM45A
1604,DGUOK,IL1B,ZDBF2,ERCC3,TOMM70,SCRN3,UBA5,DLG1,CASP10,MAP3K13,GPD1L,RPL22L1,PLD1,TFG
1605,DGUOK-AS1,CBWD2,FASTKD2,MAP3K2,TFG,GPR155,NPHP3,RUBCN,CASP8,TMEM41A,CMTM7,EIF5A2,FNDC3B,SENP7
