,CD8T,Epithelial,Fibroblast,Pericyte,Macrophage,Endothelial,CD4T,DC,B,NKT,Mast,Monocyte,NK,Plasma
156,THEMIS2,EPHA2,SDHB,TMCO4,KDM1A,MINOS1,SRSF10,USP48,SH3BGRL3,DDOST,TCEB3,LDLRAP1,SRSF10,FUCA1
157,RPA2,ARHGEF19,RCC2,OTUD3,LUZP1,NBL1,STPG1,HSPG2,UBXN11,HP1BP3,TCEB3-AS1,MAN1C1,NIPAL3,PNRC2
158,XKR8,FBXO42,ARHGEF10L,PLA2G2A,HNRNPR,TMCO4,NIPAL3,LINC00339,CD52,EIF4G3,PITHD1,SEPN1,RCAN3,SRSF10
159,EYA3,SZRD1,ALDH4A1,PLA2G5,TCEA3,OTUD3,RCAN3,CDC42,ZNF683,ECE1,GALE,MTFR1L,RP4-594I10.3,IFNLR1
160,DNAJC8,NECAP2,UBR4,CAMK2N1,ID3,PLA2G2A,RP4-594I10.3,ZBTB40,DHDDS,USP48,HMGCL,PAQR7,SRRM1,STPG1
161,ATPIF1,RP4-798A10.7,RP1-43E13.2,MUL1,RPL11,PLA2G5,SRRM1,C1QA,HMGN2,HSPG2,FUCA1,STMN1,RUNX3,NIPAL3
162,SESN2,NBPF1,EMC1,PINK1,TCEB3,CAMK2N1,CLIC4,C1QC,RPS6KA1,CDC42,PNRC2,PDIK1L,SYF2,RCAN3
163,PHACTR4,CROCC,MRTO4,DDOST,TCEB3-AS1,MUL1,RUNX3,C1QB,ARID1A,ZBTB40,SRSF10,ZNF593,RSRP1,RP4-594I10.3
164,RCC1,RP11-108M9.4,AKR7A2,HP1BP3,PITHD1,CDA,SYF2,EPHB2,ZDHHC18,C1QA,NIPAL3,CEP85,TMEM50A,NCMAP
165,TRNAU1AP,MFAP2,PQLC2,EIF4G3,LYPLA2,PINK1,RSRP1,KDM1A,GPN2,C1QC,RCAN3,SH3BGRL3,TMEM57,SRRM1
166,SNHG12,ATP13A2,CAPZB,ECE1,GALE,DDOST,TMEM50A,LUZP1,GPATCH3,C1QB,SRRM1,UBXN11,LDLRAP1,CLIC4
167,TAF12,SDHB,MINOS1,USP48,HMGCL,KIF17,TMEM57,LINC01355,NUDC,KDM1A,CLIC4,CD52,SEPN1,RUNX3
168,GMEB1,RCC2,NBL1,HSPG2,FUCA1,HP1BP3,LDLRAP1,HNRNPR,SLC9A1,LUZP1,RUNX3,DHDDS,MTFR1L,SYF2
169,YTHDF2,ARHGEF10L,TMCO4,LINC00339,PNRC2,EIF4G3,MAN1C1,TCEA3,WDTC1,LINC01355,SYF2,HMGN2,STMN1,RSRP1
170,EPB41,ALDH4A1,OTUD3,CDC42,SRSF10,ECE1,RP1-187B23.1,ID3,TMEM222,HNRNPR,RSRP1,RPS6KA1,PAFAH2,TMEM50A
171,SRSF4,IFFO2,PLA2G2A,ZBTB40,IFNLR1,ALPL,SEPN1,RPL11,SYTL1,TCEA3,TMEM50A,ARID1A,ZNF593,TMEM57
172,LAPTM5,UBR4,PLA2G5,C1QA,NIPAL3,USP48,MTFR1L,TCEB3,WASF2,ID3,TMEM57,PIGV,SH3BGRL3,LDLRAP1
173,PUM1,RP1-43E13.2,UBXN10,C1QC,RCAN3,LDLRAD2,STMN1,TCEB3-AS1,FGR,RPL11,RP1-187B23.1,ZDHHC18,UBXN11,RP1-187B23.1
174,SNRNP40,EMC1,CAMK2N1,C1QB,SRRM1,HSPG2,PAFAH2,PITHD1,IFI6,TCEB3,SEPN1,GPN2,CD52,MTFR1L
175,ZCCHC17,MRTO4,MUL1,KDM1A,CLIC4,LINC00339,ZNF593,LYPLA2,FAM76A,TCEB3-AS1,MTFR1L,GPATCH3,ZNF683,STMN1
176,PEF1,AKR7A2,CDA,LUZP1,RUNX3,CDC42,CEP85,GALE,STX12,PITHD1,PAQR7,NUDC,DHDDS,ZNF593
177,COL16A1,PQLC2,PINK1,LINC01355,SYF2,ZBTB40,SH3BGRL3,HMGCL,PPP1R8,LYPLA2,STMN1,WDTC1,HMGN2,CNKSR1
178,PTP4A2,CAPZB,DDOST,HNRNPR,RSRP1,C1QA,UBXN11,FUCA1,THEMIS2,GALE,PAFAH2,TMEM222,RPS6KA1,SH3BGRL3
179,KHDRBS1,MINOS1,HP1BP3,ZNF436,TMEM50A,C1QC,CD52,PNRC2,RPA2,HMGCL,SLC30A2,SYTL1,ARID1A,CD52
180,TMEM39B,NBL1,EIF4G3,ZNF436-AS1,TMEM57,C1QB,ZNF683,SRSF10,XKR8,FUCA1,TRIM63,WASF2,PIGV,ZNF683
181,KPNA6,TMCO4,ECE1,TCEA3,LDLRAP1,KDM1A,DHDDS,IFNLR1,EYA3,PNRC2,PDIK1L,AHDC1,ZDHHC18,DHDDS
182,TXLNA,OTUD3,ALPL,ID3,MAN1C1,LUZP1,HMGN2,STPG1,PTAFR,SRSF10,ZNF593,FGR,GPN2,HMGN2
183,CCDC28B,PLA2G2A,USP48,RPL11,SEPN1,LINC01355,RPS6KA1,NIPAL3,DNAJC8,NIPAL3,SH3BGRL3,IFI6,GPATCH3,RPS6KA1
184,EIF3I,UBXN10-AS1,HSPG2,TCEB3,MTFR1L,HNRNPR,ARID1A,RCAN3,ATPIF1,RCAN3,UBXN11,FAM76A,NUDC,ARID1A
185,LCK,UBXN10,LINC00339,TCEB3-AS1,PAQR7,ZNF436,PIGV,RP4-594I10.3,MED18,RP4-594I10.3,CD52,STX12,SLC9A1,ZDHHC18
186,HDAC1,CAMK2N1,CDC42,PITHD1,STMN1,TCEA3,ZDHHC18,SRRM1,PHACTR4,SRRM1,DHDDS,PPP1R8,WDTC1,GPN2
187,MARCKSL1,MUL1,WNT4,LYPLA2,PAFAH2,ASAP3,GPN2,CLIC4,RCC1,CLIC4,HMGN2,THEMIS2,TMEM222,NUDC
188,BSDC1,CDA,ZBTB40,GALE,PDIK1L,ID3,GPATCH3,RUNX3,TRNAU1AP,RUNX3,RPS6KA1,RPA2,SYTL1,WDTC1
189,ZBTB8OS,PINK1,C1QA,HMGCL,ZNF593,RPL11,NUDC,SYF2,SNHG12,SYF2,ARID1A,XKR8,MAP3K6,TMEM222
190,RBBP4,DDOST,C1QC,FUCA1,CEP85,TCEB3,SLC9A1,RSRP1,TAF12,RSRP1,ZDHHC18,EYA3,WASF2,SYTL1
191,SYNC,HP1BP3,C1QB,PNRC2,SH3BGRL3,TCEB3-AS1,WDTC1,TMEM50A,RNU11,TMEM50A,GPN2,PTAFR,AHDC1,FCN3
192,YARS,EIF4G3,EPHB2,SRSF10,UBXN11,PITHD1,TMEM222,TMEM57,GMEB1,TMEM57,GPATCH3,DNAJC8,FGR,WASF2
193,S100PBP,ECE1,KDM1A,STPG1,CD52,LYPLA2,SYTL1,LDLRAP1,YTHDF2,LDLRAP1,NUDC,ATPIF1,IFI6,AHDC1
194,AK2,ALPL,LUZP1,NIPAL3,DHDDS,GALE,MAP3K6,SEPN1,EPB41,MAN1C1,SLC9A1,SESN2,FAM76A,IFI6
195,ZNF362,RAP1GAP,LINC01355,RCAN3,HMGN2,HMGCL,WASF2,MTFR1L,SRSF4,RP1-187B23.1,WDTC1,PHACTR4,STX12,FAM76A
196,PHC2,USP48,HNRNPR,SRRM1,RPS6KA1,FUCA1,AHDC1,PAQR7,MECR,SEPN1,TMEM222,RCC1,PPP1R8,STX12
197,SMIM12,HSPG2,ZNF436,CLIC4,ARID1A,PNRC2,FGR,STMN1,MATN1-AS1,MTFR1L,SYTL1,TRNAU1AP,THEMIS2,PPP1R8
198,SFPQ,LINC00339,ZNF436-AS1,SYF2,PIGV,SRSF10,IFI6,PAFAH2,LAPTM5,STMN1,WASF2,SNHG12,RPA2,THEMIS2
199,ZMYM4,CDC42,TCEA3,RSRP1,ZDHHC18,STPG1,FAM76A,PDIK1L,SDC3,PAFAH2,FGR,TAF12,XKR8,RPA2
200,KIAA0319L,ZBTB40,ASAP3,TMEM50A,GPN2,NIPAL3,STX12,ZNF593,PUM1,PDIK1L,IFI6,RNU11,EYA3,SMPDL3B
201,RP4-728D4.2,C1QA,ID3,TMEM57,GPATCH3,RCAN3,PPP1R8,SH3BGRL3,SNRNP40,ZNF593,FAM76A,GMEB1,DNAJC8,XKR8
202,PSMB2,C1QC,RPL11,LDLRAP1,NUDC,SRRM1,THEMIS2,UBXN11,ZCCHC17,SH3BGRL3,STX12,YTHDF2,ATPIF1,EYA3
203,C1orf216,C1QB,TCEB3,RP11-70P17.1,SLC9A1,CLIC4,RPA2,CD52,PEF1,UBXN11,PPP1R8,EPB41,RP5-1092A3.4,DNAJC8
204,AGO1,EPHB2,TCEB3-AS1,MAN1C1,WDTC1,SYF2,XKR8,DHDDS,COL16A1,CD52,THEMIS2,SRSF4,SESN2,ATPIF1
205,AGO3,KDM1A,PITHD1,SEPN1,TMEM222,RSRP1,EYA3,HMGN2,PTP4A2,AIM1L,RPA2,LAPTM5,MED18,RP5-1092A3.4
206,ADPRHL2,LUZP1,LYPLA2,MTFR1L,SYTL1,TMEM50A,DNAJC8,RPS6KA1,KHDRBS1,ZNF683,XKR8,PUM1,PHACTR4,MED18
207,TRAPPC3,LINC01355,GALE,PAQR7,MAP3K6,TMEM57,ATPIF1,ARID1A,KPNA6,DHDDS,EYA3,SNRNP40,RCC1,PHACTR4
208,MAP7D1,HNRNPR,HMGCL,STMN1,WASF2,LDLRAP1,SESN2,PIGV,TXLNA,HMGN2,DNAJC8,ZCCHC17,TRNAU1AP,RCC1
209,THRAP3,ZNF436,FUCA1,PAFAH2,AHDC1,MAN1C1,MED18,ZDHHC18,CCDC28B,RPS6KA1,ATPIF1,SERINC2,SNHG12,TRNAU1AP
210,STK40,ZNF436-AS1,PNRC2,PDIK1L,FGR,SEPN1,PHACTR4,GPN2,TMEM234,ARID1A,MED18,PEF1,TAF12,SNHG12
211,LSM10,TCEA3,SRSF10,ZNF593,IFI6,MTFR1L,RCC1,GPATCH3,EIF3I,PIGV,PHACTR4,COL16A1,GMEB1,TAF12
212,MRPS15,ASAP3,STPG1,SH3BGRL3,FAM76A,PAQR7,TRNAU1AP,NUDC,LCK,ZDHHC18,TRNAU1AP,PTP4A2,YTHDF2,RNU11
213,ZC3H12A,E2F2,NIPAL3,UBXN11,STX12,STMN1,SNHG12,SLC9A1,HDAC1,GPN2,SNHG12,KHDRBS1,EPB41,GMEB1
214,MEAF6,ID3,RCAN3,CD52,PPP1R8,PAFAH2,TAF12,WDTC1,MARCKSL1,GPATCH3,TAF12,TMEM39B,SRSF4,YTHDF2
215,GNL2,RPL11,SRRM1,DHDDS,THEMIS2,PDIK1L,GMEB1,TMEM222,BSDC1,NUDC,RAB42,KPNA6,MECR,EPB41
216,C1orf109,TCEB3,CLIC4,HMGN2,RPA2,FAM110D,YTHDF2,SYTL1,ZBTB8A,SLC9A1,RNU11,TXLNA,LAPTM5,SRSF4
217,C1orf122,TCEB3-AS1,RUNX3,ARID1A,XKR8,ZNF593,EPB41,MAP3K6,ZBTB8OS,WDTC1,GMEB1,TMEM234,PUM1,LAPTM5
218,MTF1,PITHD1,SYF2,PIGV,EYA3,SH3BGRL3,SRSF4,WASF2,RBBP4,TMEM222,YTHDF2,EIF3I,SNRNP40,SDC3
219,SF3A3,LYPLA2,RSRP1,ZDHHC18,PTAFR,UBXN11,MECR,AHDC1,SYNC,SYTL1,SRSF4,HDAC1,ZCCHC17,PUM1
220,FHL3,GALE,TMEM50A,GPN2,DNAJC8,CD52,LAPTM5,FGR,YARS,MAP3K6,MECR,MARCKSL1,SERINC2,SNRNP40
221,UTP11L,HMGCL,TMEM57,GPATCH3,ATPIF1,DHDDS,PUM1,IFI6,S100PBP,WASF2,LAPTM5,BSDC1,PEF1,ZCCHC17
222,RRAGC,FUCA1,LDLRAP1,NUDC,SESN2,HMGN2,SNRNP40,FAM76A,AK2,AHDC1,RP5-1125N11.2,ZBTB8OS,COL16A1,SERINC2
223,MYCBP,PNRC2,MAN1C1,TRNP1,MED18,ARID1A,ZCCHC17,STX12,ZNF362,FGR,SDC3,RBBP4,PTP4A2,PEF1
224,AKIRIN1,SRSF10,SEPN1,FAM46B,PHACTR4,PIGV,PEF1,PPP1R8,PHC2,IFI6,PUM1,SYNC,KHDRBS1,COL16A1
225,NDUFS5,STPG1,MTFR1L,SLC9A1,RCC1,ZDHHC18,PTP4A2,THEMIS2,SMIM12,FAM76A,SNRNP40,YARS,TMEM39B,PTP4A2
226,MACF1,NIPAL3,PAQR7,WDTC1,TRNAU1AP,GPN2,KHDRBS1,RPA2,ZMYM6,STX12,ZCCHC17,S100PBP,KPNA6,KHDRBS1
227,PABPC4,RCAN3,STMN1,TMEM222,SNHG12,GPATCH3,TMEM39B,XKR8,ZMYM1,PPP1R8,SERINC2,RNF19B,TXLNA,TMEM39B
228,PPIE,RP4-594I10.3,PAFAH2,MAP3K6,TAF12,NUDC,KPNA6,EYA3,SFPQ,THEMIS2,TINAGL1,AK2,CCDC28B,KPNA6
229,CAP1,NCMAP,PDIK1L,WASF2,RAB42,SLC9A1,TXLNA,PTAFR,ZMYM4,RPA2,PEF1,ZNF362,TMEM234,TXLNA
230,PPT1,SRRM1,ZNF593,AHDC1,GMEB1,WDTC1,CCDC28B,DNAJC8,KIAA0319L,XKR8,COL16A1,PHC2,EIF3I,CCDC28B
231,RLF,CLIC4,SH3BGRL3,IFI6,YTHDF2,TMEM222,TMEM234,ATPIF1,RP4-728D4.2,EYA3,PTP4A2,SMIM12,LCK,EIF3I
232,ZMPSTE24,RUNX3,UBXN11,FAM76A,EPB41,MAP3K6,EIF3I,RP5-1092A3.4,PSMB2,PTAFR,KHDRBS1,ZMYM6,HDAC1,LCK
233,COL9A2,SYF2,CD52,STX12,SRSF4,FCN3,LCK,SESN2,C1orf216,DNAJC8,TMEM39B,SFPQ,MARCKSL1,HDAC1
234,SMAP2,RSRP1,DHDDS,PPP1R8,MECR,WASF2,HDAC1,MED18,AGO1,ATPIF1,KPNA6,ZMYM4,BSDC1,MARCKSL1
235,NFYC,TMEM50A,HMGN2,RPA2,LAPTM5,AHDC1,MARCKSL1,PHACTR4,AGO3,SESN2,TXLNA,KIAA0319L,ZBTB8A,BSDC1
236,HIVEP3,TMEM57,RPS6KA1,XKR8,SDC3,FGR,BSDC1,RCC1,ADPRHL2,MED18,CCDC28B,RP4-728D4.2,ZBTB8OS,ZBTB8A
237,FOXJ3,LDLRAP1,ARID1A,EYA3,PUM1,IFI6,ZBTB8A,TRNAU1AP,TRAPPC3,PHACTR4,TMEM234,PSMB2,RBBP4,ZBTB8OS
238,PPCS,MAN1C1,PIGV,DNAJC8,SNRNP40,FAM76A,ZBTB8OS,SNHG12,MAP7D1,RCC1,EIF3I,C1orf216,SYNC,RBBP4
239,PPIH,SEPN1,ZDHHC18,ATPIF1,ZCCHC17,STX12,RBBP4,TAF12,THRAP3,TRNAU1AP,HDAC1,AGO4,YARS,SYNC
240,YBX1,MTFR1L,SFN,SESN2,FABP3,PPP1R8,SYNC,RAB42,EVA1B,SNHG12,MARCKSL1,AGO1,S100PBP,KIAA1522
241,P3H1,AUNIP,GPN2,MED18,SERINC2,THEMIS2,YARS,GMEB1,STK40,TAF12,BSDC1,AGO3,AK2,YARS
242,C1orf50,PAQR7,GPATCH3,PHACTR4,TINAGL1,RPA2,S100PBP,YTHDF2,LSM10,RAB42,ZBTB8A,ADPRHL2,ZNF362,S100PBP
243,SVBP,STMN1,NUDC,RCC1,PEF1,XKR8,TMEM54,EPB41,MRPS15,GMEB1,ZBTB8OS,TRAPPC3,PHC2,TMEM54
244,SLC2A1,PAFAH2,SLC9A1,TRNAU1AP,COL16A1,EYA3,RNF19B,SRSF4,CSF3R,YTHDF2,RBBP4,MAP7D1,SMIM12,AK2
245,EBNA1BP2,PDIK1L,WDTC1,SNHG12,PTP4A2,PTAFR,AK2,MECR,ZC3H12A,EPB41,SYNC,THRAP3,ZMYM6,PHC2
246,ELOVL1,ZNF593,TMEM222,TAF12,KHDRBS1,DNAJC8,AZIN2,MATN1-AS1,MEAF6,SRSF4,KIAA1522,EVA1B,ZMYM1,SMIM12
247,MED8,CNKSR1,SYTL1,GMEB1,TMEM39B,ATPIF1,ZNF362,LAPTM5,SNIP1,MECR,S100PBP,STK40,SFPQ,ZMYM6
248,SZT2,CEP85,MAP3K6,YTHDF2,KPNA6,SESN2,PHC2,PUM1,GNL2,MATN1-AS1,RNF19B,LSM10,ZMYM4,ZMYM1
249,PTPRF,SH3BGRL3,WASF2,EPB41,TXLNA,MED18,SMIM12,SNRNP40,C1orf109,LAPTM5,AK2,MRPS15,KIAA0319L,SFPQ
250,KDM4A,UBXN11,AHDC1,TMEM200B,CCDC28B,PHACTR4,ZMYM6,ZCCHC17,C1orf122,SDC3,ZNF362,CSF3R,NCDN,ZMYM4
251,DPH2,CD52,IFI6,SRSF4,TMEM234,RCC1,ZMYM1,SERINC2,MTF1,PUM1,SMIM12,ZC3H12A,RP4-728D4.2,KIAA0319L
252,ATP6V0B,DHDDS,FAM76A,MECR,EIF3I,TRNAU1AP,SFPQ,TINAGL1,INPP5B,SNRNP40,ZMYM1,MEAF6,PSMB2,RP4-728D4.2
253,DMAP1,HMGN2,STX12,LAPTM5,LCK,SNHG12,ZMYM4,PEF1,SF3A3,ZCCHC17,SFPQ,SNIP1,C1orf216,PSMB2
254,ERI3,RPS6KA1,PPP1R8,SDC3,HDAC1,TAF12,KIAA0319L,COL16A1,UTP11L,FABP3,ZMYM4,GNL2,AGO4,C1orf216
255,RNF220,ARID1A,THEMIS2,PUM1,MARCKSL1,GMEB1,NCDN,PTP4A2,RRAGC,SERINC2,KIAA0319L,C1orf109,AGO1,CLSPN
256,C1orf228,PIGV,RPA2,SNRNP40,BSDC1,YTHDF2,RP4-728D4.2,KHDRBS1,MYCBP,PEF1,NCDN,C1orf122,AGO3,AGO4
257,RPS8,ZDHHC18,XKR8,ZCCHC17,ZBTB8A,EPB41,PSMB2,TMEM39B,AKIRIN1,PTP4A2,RP4-728D4.2,MTF1,ADPRHL2,AGO1
258,PLK3,SFN,EYA3,FABP3,ZBTB8OS,SRSF4,C1orf216,KPNA6,NDUFS5,KHDRBS1,PSMB2,INPP5B,TRAPPC3,AGO3
259,EIF2B3,GPN2,DNAJC8,SERINC2,RBBP4,MECR,CLSPN,TXLNA,MACF1,TMEM39B,C1orf216,SF3A3,MAP7D1,ADPRHL2
260,UROD,GPATCH3,ATPIF1,TINAGL1,SYNC,LAPTM5,AGO4,CCDC28B,PABPC4,KPNA6,AGO1,FHL3,THRAP3,TRAPPC3
261,MUTYH,NUDC,SESN2,PEF1,KIAA1522,SDC3,AGO1,TMEM234,PPIE,TXLNA,AGO3,UTP11L,EVA1B,MAP7D1
262,TOE1,KDF1,MED18,COL16A1,YARS,PUM1,AGO3,EIF3I,TRIT1,CCDC28B,ADPRHL2,RRAGC,STK40,THRAP3
263,PRDX1,TRNP1,PHACTR4,PTP4A2,S100PBP,SNRNP40,ADPRHL2,LCK,CAP1,TMEM234,TRAPPC3,MYCBP,LSM10,SH3D21
264,AKR1A1,SLC9A1,RCC1,KHDRBS1,TMEM54,ZCCHC17,TRAPPC3,HDAC1,PPT1,EIF3I,THRAP3,AKIRIN1,MRPS15,EVA1B
265,NASP,WDTC1,TRNAU1AP,TMEM39B,RNF19B,SERINC2,MAP7D1,MARCKSL1,RLF,LCK,SH3D21,NDUFS5,CSF3R,STK40
266,GPBP1L1,TMEM222,SNHG12,KPNA6,AK2,TINAGL1,THRAP3,BSDC1,ZMPSTE24,HDAC1,STK40,MACF1,LINC01137,LSM10
267,TMEM69,SYTL1,TAF12,TXLNA,AZIN2,PEF1,EVA1B,ZBTB8A,COL9A2,MARCKSL1,LSM10,PABPC4,ZC3H12A,MRPS15
268,POMGNT1,MAP3K6,RAB42,CCDC28B,ZNF362,COL16A1,STK40,ZBTB8OS,SMAP2,FAM229A,MRPS15,PPIE,MEAF6,ZC3H12A
269,LRRC41,CD164L2,GMEB1,TMEM234,PHC2,PTP4A2,LSM10,RBBP4,NFYC,BSDC1,LINC01137,TRIT1,DNALI1,MEAF6
270,UQCRH,WASF2,YTHDF2,EIF3I,SMIM12,KHDRBS1,MRPS15,SYNC,SCMH1,ZBTB8A,ZC3H12A,MYCL,GNL2,GNL2
271,MKNK1,AHDC1,EPB41,HDAC1,DLGAP3,TMEM39B,LINC01137,YARS,HIVEP3,ZBTB8OS,MEAF6,CAP1,C1orf109,C1orf109
272,ATPAF1,IFI6,TMEM200B,MARCKSL1,ZMYM6,KPNA6,ZC3H12A,S100PBP,FOXJ3,RBBP4,SNIP1,PPT1,C1orf122,C1orf122
273,EFCAB14,FAM76A,SRSF4,FAM229A,ZMYM1,TXLNA,MEAF6,RNF19B,PPCS,SYNC,YRDC,RLF,MTF1,MTF1
274,CMPK1,STX12,MECR,BSDC1,SFPQ,CCDC28B,SNIP1,AK2,PPIH,YARS,C1orf122,ZMPSTE24,INPP5B,INPP5B
275,FAF1,PPP1R8,PTPRU,ZBTB8A,ZMYM4,TMEM234,GNL2,AZIN2,YBX1,S100PBP,INPP5B,COL9A2,SF3A3,SF3A3
276,CDKN2C,THEMIS2,LAPTM5,ZBTB8OS,KIAA0319L,EIF3I,C1orf109,ZNF362,P3H1,RNF19B,SF3A3,SMAP2,FHL3,UTP11L
277,RNF11,RPA2,SDC3,RBBP4,RP4-728D4.2,FAM167B,CDCA8,PHC2,C1orf50,AK2,FHL3,NFYC,UTP11L,RRAGC
278,EPS15,SMPDL3B,PUM1,SYNC,PSMB2,HDAC1,C1orf122,SMIM12,SVBP,AZIN2,UTP11L,FOXJ3,RRAGC,MYCBP
279,OSBPL9,XKR8,SNRNP40,YARS,C1orf216,MARCKSL1,MTF1,DLGAP3,SLC2A1,TRIM62,RRAGC,PPCS,MYCBP,AKIRIN1
280,NRDC,EYA3,ZCCHC17,S100PBP,CLSPN,FAM229A,INPP5B,ZMYM6,EBNA1BP2,ZNF362,RP5-864K19.4,PPIH,AKIRIN1,NDUFS5
281,TXNDC12,PTAFR,FABP3,TMEM54,AGO4,BSDC1,SF3A3,ZMYM1,ELOVL1,PHC2,MYCBP,YBX1,NDUFS5,MACF1
282,KTI12,DNAJC8,SERINC2,AK2,AGO1,ZBTB8A,FHL3,SFPQ,MED8,SMIM12,AKIRIN1,P3H1,MACF1,RP11-69E11.4
283,BTF3L4,ATPIF1,TINAGL1,AZIN2,AGO3,ZBTB8OS,UTP11L,ZMYM4,HYI,DLGAP3,NDUFS5,C1orf50,RP11-69E11.4,PABPC4
284,CC2D1B,RP5-1092A3.4,PEF1,TRIM62,ADPRHL2,RBBP4,RRAGC,KIAA0319L,KDM4A,ZMYM6,MACF1,SVBP,PABPC4,PPIE
285,PRPF38A,SESN2,COL16A1,ZNF362,COL8A2,SYNC,MYCBP,NCDN,DPH2,ZMYM1,PABPC4,ERMAP,PPIE,CAP1
286,ZCCHC11,MED18,ADGRB2,PHC2,TRAPPC3,KIAA1522,AKIRIN1,RP4-728D4.2,ATP6V0B,SFPQ,PPIE,EBNA1BP2,CAP1,PPT1
287,GPX7,PHACTR4,SPOCD1,SMIM12,MAP7D1,YARS,NDUFS5,PSMB2,DMAP1,ZMYM4,BMP8B,ELOVL1,PPT1,RLF
288,FAM159A,RCC1,PTP4A2,GJA4,THRAP3,S100PBP,MACF1,C1orf216,ERI3,KIAA0319L,MFSD2A,MED8,RLF,RP1-39G22.7
289,ECHDC2,TRNAU1AP,KHDRBS1,ZMYM6,SH3D21,TMEM54,PABPC4,CLSPN,RNF220,PSMB2,CAP1,SZT2,ZMPSTE24,ZMPSTE24
290,SCP2,SNHG12,TMEM39B,ZMYM1,EVA1B,RNF19B,PPIE,AGO4,RPS8,C1orf216,PPT1,HYI,COL9A2,COL9A2
291,C1orf123,TAF12,KPNA6,SFPQ,STK40,AK2,CAP1,AGO1,PLK3,CLSPN,RLF,KDM4A,SMAP2,SMAP2
292,MAGOH,RAB42,TXLNA,ZMYM4,LSM10,AZIN2,PPT1,AGO3,PTCH2,AGO4,RP1-39G22.7,ATP6V0B,NFYC,ZFP69B
293,YIPF1,GMEB1,CCDC28B,KIAA0319L,MRPS15,ZNF362,RLF,ADPRHL2,HECTD3,AGO1,ZMPSTE24,DMAP1,CTPS1,NFYC
294,HSPB11,YTHDF2,IQCC,NCDN,CSF3R,PHC2,RP1-39G22.7,COL8A2,UROD,AGO3,COL9A2,ERI3,SCMH1,CITED4
295,TMEM59,EPB41,TMEM234,PSMB2,LINC01137,SMIM12,ZMPSTE24,TRAPPC3,MUTYH,ADPRHL2,EXO5,RNF220,HIVEP3,CTPS1
296,MRPL37,SRSF4,EIF3I,C1orf216,ZC3H12A,GJA4,COL9A2,MAP7D1,TOE1,TRAPPC3,ZNF684,TMEM53,FOXJ3,SCMH1
297,SSBP3,MECR,HDAC1,AGO4,MEAF6,RP11-244H3.4,SMAP2,THRAP3,TESK2,MAP7D1,NFYC,C1orf228,PPCS,FOXJ3
298,USP24,PTPRU,MARCKSL1,AGO1,SNIP1,ZMYM6,EXO5,SH3D21,PRDX1,THRAP3,CTPS1,RPS8,PPIH,PPCS
299,OMA1,LAPTM5,FAM229A,AGO3,DNALI1,ZMYM1,ZNF684,EVA1B,AKR1A1,EVA1B,SLFNL1-AS1,PLK3,YBX1,PPIH
300,MYSM1,SDC3,BSDC1,ADPRHL2,GNL2,SFPQ,NFYC,STK40,NASP,STK40,HIVEP3,BTBD19,P3H1,YBX1
301,JUN,PUM1,ZBTB8A,TRAPPC3,C1orf109,ZMYM4,CTPS1,LSM10,GPBP1L1,LSM10,PPCS,PTCH2,C1orf50,P3H1
302,NFIA,SNRNP40,ZBTB8OS,MAP7D1,CDCA8,KIAA0319L,SCMH1,MRPS15,TMEM69,MRPS15,CCDC30,EIF2B3,SVBP,C1orf50
303,TM2D1,ZCCHC17,RBBP4,THRAP3,YRDC,NCDN,HIVEP3,CSF3R,IPP,CSF3R,PPIH,HECTD3,ZNF691,SVBP
304,INADL,FABP3,SYNC,EVA1B,C1orf122,PSMB2,FOXJ3,LINC01137,POMGNT1,LINC01137,YBX1,UROD,SLC2A1,ZNF691
305,USP1,SERINC2,KIAA1522,STK40,MTF1,C1orf216,PPCS,ZC3H12A,LRRC41,ZC3H12A,P3H1,MUTYH,EBNA1BP2,EBNA1BP2
306,ATG4C,TINAGL1,YARS,LSM10,INPP5B,AGO4,CCDC30,MEAF6,UQCRH,MEAF6,C1orf50,TESK2,TIE1,CFAP57
307,ALG6,PEF1,S100PBP,OSCP1,SF3A3,AGO1,PPIH,SNIP1,NSUN4,SNIP1,SVBP,MMACHC,ELOVL1,TMEM125
308,ITGB3BP,COL16A1,TMEM54,MRPS15,FHL3,AGO3,YBX1,GNL2,MKNK1,GNL2,RP11-342M1.3,PRDX1,MED8,TIE1
309,PGM1,ADGRB2,RNF19B,LINC01137,UTP11L,ADPRHL2,P3H1,C1orf109,ATPAF1,C1orf109,ZNF691,AKR1A1,SZT2,RP1-92O14.3
310,JAK1,PTP4A2,AK2,ZC3H12A,RRAGC,TRAPPC3,C1orf50,C1orf122,EFCAB14,C1orf122,EBNA1BP2,NASP,HYI,ELOVL1
311,LEPROT,KHDRBS1,AZIN2,MEAF6,RP5-864K19.4,MAP7D1,SVBP,MTF1,PDZK1IP1,MTF1,TMEM125,GPBP1L1,PTPRF,MED8
312,PDE4B,TMEM39B,ZNF362,SNIP1,MYCBP,THRAP3,ZNF691,INPP5B,CMPK1,INPP5B,TIE1,TMEM69,KDM4A,SZT2
313,MIER1,KPNA6,PHC2,DNALI1,AKIRIN1,EVA1B,SLC2A1,SF3A3,SPATA6,SF3A3,CDC20,POMGNT1,IPO13,HYI
