,NK,NKT,CD4T,CD8T,Endothelial,Epithelial,Macrophage,Monocyte,DC,B,Plasma,Mast,Fibroblast,Pericyte
3804,ABCB8,SCAF8,RP11-138A9.1,MAGT1,BTN3A3,FAM13B,RGL2,REPIN1,ULBP2,CDK16,POLH,PCSK4,NEURL1B,LEMD2
3805,CDK5,TIAM2,RP11-138A9.2,COX7B,BTN2A1,BRD8,TAPBP,GIMAP8,MTHFD1L,USP11,GTPBP2,UQCR11.1,DUSP1,HMGA1
3806,SLC4A2,TFB1M,LINC-PINT,ATP7A,HCG11,KIF20A,ZBTB22,GIMAP7,AKAP12,ARAF,MAD2L1BP,CTB-31O20.2,ERGIC1,C6orf1
3807,FASTK,ARID1B,MKLN1,PGK1,HMGN4,CDC23,DAXX,GIMAP4,ZBTB2,TIMP1,MRPS18A,MOB3A,RPL26L1,NUDT3
3808,TMUB1,TMEM242,CHCHD3,TAF9B,ABT1,CDC25C,KIFC1,GIMAP6,RMND1,CFP,VEGFA,AP3D1,ATP6V0E1,RPS10
3809,ABCF2,ZDHHC14,EXOC4,P2RY10,ZNF322,FAM53C,PHF1,GIMAP2,C6orf211,ELK1,MRPL14,PLEKHJ1,CREBRF,C6orf106
3810,CHPF2,SNX9,SLC35B4,ITM2A,HIST1H2BJ,KDM3B,CUTA,GIMAP1,CCDC170,UXT,TMEM63B,SF3A2,BNIP1,RP11-140K17.3
3811,NUB1,SERAC1,AKR1B1,BRWD3,HIST1H2BK,EGR1,SYNGAP1,GIMAP5,SYNE1,SLC38A5,SLC29A1,OAZ1,STC2,SNRPC
3812,RHEB,GTF2H5,BPGM,SH3BGRL,ZNF184,ETF1,BAK1,TMEM176B,FBXO5,FTSJ1,HSP90AB1,LSM7,BOD1,UHRF1BP1
3813,PRKAG2,TULP4,CALD1,CHM,HIST1H4J,HSPA9,ITPR3,TMEM176A,MTRF1L,EBP,SLC35B2,GADD45B,CPEB4,TAF11
3814,PRKAG2-AS1,TMEM181,C7orf49,DIAPH2,RP1-313I6.12,CTNNA1,UQCC2,ABCB8,IPCEF1,TBC1D25,NFKBIE,GNG7,SFXN1,ANKS1A
3815,GALNT11,DYNLT1,TMEM140,CSTF2,ZSCAN16-AS1,SIL1,LEMD2,CDK5,SCAF8,RBM3,CDC5L,SLC39A3,HRH2,ZNF76
3816,KMT2C,SYTL3,WDR91,TRMT2B,ZSCAN16,MATR3,HMGA1,SLC4A2,TFB1M,WDR13,SUPT3H,AES,THOC3,DEF6
3817,LINC01003,EZR,CNOT4,TIMM8A,ZKSCAN8,PAIP2,C6orf1,FASTK,ARID1B,WAS,RUNX2,GNA15,SIMC1,PPARD
3818,PAXIP1-AS2,RSPH3,NUP205,RPL36A,ZSCAN9,MZB1,NUDT3,TMUB1,TMEM242,HDAC6,RP1-244F24.1,S1PR4,KIAA1191,RPL10A
3819,PAXIP1-AS1,TAGAP,C7orf73,GLA,ZKSCAN4,SPATA24,RPS10,AGAP3,ZDHHC14,TIMM17B,ENPP4,C19orf77,ARL10,TEAD3
3820,INSIG1,SOD2,MTPN,HNRNPH2,NKAPL,DNAJC18,C6orf106,ABCF2,SNX9,PQBP1,PLA2G7,DOHH,NOP16,FKBP5
3821,AC009403.2,WTAP,CREB3L2,ARMCX6,PGBD1,TMEM173,RP11-140K17.3,CHPF2,SYNJ2,SLC35A2,TNFRSF21,FZR1,HIGD2A,SRPK1
3822,RBM33,ACAT2,TRIM24,ARMCX3,ZSCAN31,UBE2D2,SNRPC,SMARCD3,SERAC1,PIM2,CD2AP,TBXA2R,CLTB,MAPK14
3823,LMBR1,TCP1,ZC3HAV1,BEX5,ZKSCAN3,CXXC5,UHRF1BP1,NUB1,GTF2H5,OTUD5,MUT,APBA3,FAF2,MAPK13
3824,NOM1,MRPL18,UBN2,ARMCX5,TRIM27,LINC01024,TAF11,RHEB,TULP4,GRIPAP1,CENPQ,MATK,RNF44,BRPF3
3825,UBE3C,IGF2R,C7orf55,BEX4,UBD,PURA,ANKS1A,PRKAG2,TMEM181,TFE3,MCM3,EEF2,TSPAN17,ETV7
3826,DNAJB6,MAP3K4,C7orf55-LUC7L2,TCEAL8,GABBR1,IGIP,ZNF76,PRKAG2-AS1,DYNLT1,PRAF2,EFHC1,PIAS4,UIMC1,KCTD20
3827,PTPRN2,AGPAT4,HIPK2,BEX2,HLA-F,CYSTM1,DEF6,GALNT11,SYTL3,WDR45,TRAM2,MPND,ZNF346,STK38
3828,ESYT2,QKI,TBXAS1,NGFRAP1,HLA-A,PFDN1,PPARD,KMT2C,EZR,GPKOW,TMEM14A,UBXN6,FGFR4,SRSF3
3829,WDR60,SFT2D1,PARP12,TCEAL4,ZNRD1-AS1,HBEGF,RPL10A,LINC01003,RSPH3,PLP2,GSTA1,HDGFRP2,NSD1,CDKN1A
3830,VIPR2,MPC1,KDM7A,TCEAL3,ZNRD1,ANKHD1,FKBP5,PAXIP1,TAGAP,PRICKLE3,GSTA4,LRG1,RAB24,PPIL1
3831,PLCXD1,RP11-514O12.4,SLC37A3,TCEAL1,PPP1R11,SRA1,SRPK1,AC144652.1,SOD2,CCDC22,ICK,TNFAIP8L1,MXD3,C6orf89
3832,GTPBP6,RNASET2,MKRN1,MORF4L2,TRIM26,APBB3,MAPK14,INSIG1,WTAP,GSPT2,FBXO9,C19orf10,PRELID1,MTCH1
3833,LINC00685,FGFR1OP,ADCK2,SLC25A53,HCG18,SLC35A4,MAPK13,AC009403.2,ACAT2,MAGED1,ELOVL5,FEM1A,LMAN2,COX6A1P2
3834,SLC25A6,CCR6,NDUFB2,FAM199X,TRIM39,CD14,BRPF3,RBM33,TCP1,TSPYL2,GCLC,PLIN3,RGS14,PIM1
3835,ASMTL,MLLT4,BRAF,RBM41,RPP21,NDUFA2,ETV7,LMBR1,MRPL18,KDM5C,DST,SAFB2,F12,TMEM217
3836,P2RY8,C6orf120,MRPS33,PRPS1,HLA-E,TMCO6,KCTD20,NOM1,IGF2R,SMC1A,KIAA1586,SAFB,GRK6,TBC1D22B
3837,AKAP17A,PHF10,AGK,TSC22D3,GNL1,IK,STK38,UBE3C,MAP3K4,HSD17B10,ZNF451,RPL36,PRR7,RNF8
3838,DHRSX,ERMARD,KIAA1147,PSMD10,PRR3,WDR55,SRSF3,DNAJB6,AGPAT4,HUWE1,BAG2,NDUFA11,DBN1,CMTR1
3839,ZBED1,FAM120B,SSBP1,ATG4A,ABCF1,HARS,CDKN1A,PTPRN2,QKI,PHF8,PRIM2,CLPP,PDLIM7,CCDC167
3840,CD99,PSMB1,EPHB6,NXT2,PPP1R10,HARS2,PPIL1,AC011899.9,SFT2D1,TSR2,PTP4A1,ALKBH7,DOK3,MDGA1
3841,ARSD,TBP,GSTK1,ACSL4,MRPS18B,ZMAT2,C6orf89,ESYT2,MPC1,GNL3L,PHF3,GTF2F1,DDX41,ZFAND3
3842,PRKX,PDCD2,CASP2,TMEM164,ATAT1,TAF7,MTCH1,WDR60,RPS6KA2,MAGED2,LMBRD1,SLC25A23,FAM193B,BTBD9
3843,RP11-706O15.1,AC093627.10,AC093673.5,AMMECR1,C6orf136,DIAPH1,FGD2,PLCXD1,RP11-514O12.4,APEX2,FAM135A,VAV1,TMED9,GLO1
3844,HDHD1,FAM20C,ZYX,ALG13,DHX16,HDAC3,COX6A1P2,GTPBP6,RNASET2,FAM104B,C6orf57,XAB2,B4GALT7,SAYSD1
3845,PNPLA4,PRKAR1B,FAM115C,RP1-241P17.4,PPP1R18,RELL2,PIM1,LINC00685,FGFR1OP,MAGEH1,SMAP1,PET100,RMND5B,KCNK17
3846,TBL1X,AC147651.4,FAM115A,WDR44,NRM,FCHSD1,TMEM217,CSF2RA,CCR6,RRAGB,B3GAT2,STXBP2,NHP2,OARD1
3847,WWC3,SUN1,TPK1,DOCK11,MDC1,ARAP3,TBC1D22B,IL3RA,MLLT4,RP13-188A5.1,OGFRL1,ELAVL1,HNRNPAB,NFYA
3848,HCCS,ADAP1,CUL1,PGRMC1,TUBB,KIAA0141,RNF8,SLC25A6,WDR27,KLF8,KHDC1,NDUFA7.1,PHYKPL,TREM2
3849,MSL3,COX19,EZH2,SLC25A43,FLOT1,RNF14,CMTR1,ASMTL,C6orf120,UBQLN2,RP11-398K22.12,RPS28,COL23A1,TREM1
3850,PRPS2,C7orf50,PDIA4,SLC25A5,XXbac-BPG252P9.10,GNPDA1,CCDC167,P2RY8,PHF10,SPIN2B,MB21D1,RAB11B,CLK4,FOXP4
3851,TMSB4X,GPR146,ZNF786,CXorf56,IER3,NDFIP1,ZFAND3,AKAP17A,ERMARD,ARHGEF9,MTO1,MARCH2,ZNF354A,TFEB
3852,TCEANC,ZFAND2A,ZNF398,UBE2A,DDR1,ARHGAP26,BTBD9,DHRSX,FAM120B,LAS1L,EEF1A1,HNRNPM,ZNF354B,PRICKLE4
3853,RAB9A,INTS1,ZNF212,NKRF,VARS2,NR3C1,GLO1,ZBED1,PSMB1,MSN,SLC17A5,MYO1F,ZNF879,BYSL
3854,TRAPPC2,MAFK,ZNF783,SEPT6,CCHCR1,YIPF5,SAYSD1,CD99,TBP,VSIG4,COX7A2,ADAMTS10,ZNF354C,CCND3
3855,OFD1,PSMG3,ATP6V0E2,RPL39,TCF19,PRELID2,OARD1,ARSD,PDCD2,YIPF6,TMEM30A,FBXL12,RUFY1,TAF8
3856,GPM6B,PSMG3-AS1,ACTR3C,UPF3B,XXbac-BPG299F13.17,SH3RF2,NFYA,PRKX,AC093627.10,PJA1,SENP6,UBL5,HNRNPH1,MRPS10
3857,GEMIN8,MAD1L1,LRRC61,RNF113A,HLA-C,LARS,TREM2,HDHD1,FAM20C,IGBP1,MYO6,C19orf66,CANX,TRERF1
3858,FANCB,FTSJ2,RARRES2,NDUFA1,HLA-B,RBM27,TREM1,STS,PRKAR1B,PDZD11,PHIP,PPAN,MAML1,UBR2
3859,MOSPD2,NUDT1,REPIN1,NKAP,XXbac-BPG181B23.7,TCERG1,FOXP4,PNPLA4,AC147651.4,SNX12,HMGN3,P2RY11,LTC4S,TBCC
3860,PIGA,SNX8,ZNF775,ZBTB33,MICA,PPP2R2B,TFEB,TBL1X,SUN1,CXorf65,BCKDHB,EIF3G,MGAT4B,GLTSCR1L
3861,CA5B,EIF3B,GIMAP8,LAMP2,MICB,DPYSL3,PRICKLE4,WWC3,ADAP1,IL2RG,FAM46A,DNMT1,SQSTM1,RPL7L1
3862,ZRSR2,CHST12,GIMAP7,CUL4B,DDX39B,SPINK1,USP49,HCCS,COX19,MED12,IBTK,MRPL4,C5orf45,C6orf226
3863,AP1S2,LFNG,GIMAP4,MCTS1,NFKBIL1,FBXO38,MED20,MSL3,C7orf50,NONO,TPBG,ICAM4,CTC-241N9.1,CNPY3
3864,SYAP1,BRAT1,GIMAP6,C1GALT1C1,TNF,ADRB2,BYSL,PRPS2,GPR146,TAF1,UBE3D,ICAM3,TBC1D9B,PEX6
3865,TXLNG,IQCE,GIMAP2,THOC2,LTB,ABLIM3,CCND3,TLR7,GPER1,OGT,DOPEY1,KEAP1,RNF130,PPP2R5D
3866,RBBP7,TTYH3,GIMAP1,XIAP,LST1,AFAP1L1,TAF8,TLR8,ZFAND2A,CXCR3,PGM3,S1PR5,MAPK9,MEA1
3867,SCML1,GNA12,GIMAP5,STAG2,AIF1,GRPEL2,MRPS10,TMSB4X,INTS1,PIN4,RWDD2A,ATG4D,CTB-129O4.1,KLHDC3
3868,PHKA2,CARD11,TMEM176B,SH2D1A,PRRC2A,PCYOX1L,TRERF1,RAB9A,MAFK,RPS4X,ME1,KRI1,GFPT2,RRP36
3869,PDHA1,FOXK1,TMEM176A,SASH3,BAG6,CSNK1A1,UBR2,TRAPPC2,PSMG3,HDAC8,CYB5R4,CDKN2D,CNOT6,CUL7
3870,SH3KBP1,AP5Z1,ABCB8,UTP14A,APOM,ARHGEF37,TBCC,OFD1,PSMG3-AS1,CHIC1,KIAA1009,SLC44A2,SCGB3A1,KLC4
3871,EIF1AX,RBAK-RBAKDN,CDK5,ELF4,C6orf47,PPARGC1B,GLTSCR1L,GPM6B,MAD1L1,XIST,NT5E,ILF3-AS1,FLT4,MRPL2
3872,RPS6KA3,WIPI2,SLC4A2,AIFM1,GPANK1,SLC26A2,RPL7L1,MOSPD2,FTSJ2,JPX,SNX14,DNM2,MGAT1,PTK7
3873,SMS,TNRC18,FASTK,RAB33A,CSNK2B,TIGD6,C6orf226,PIGA,NUDT1,FTX,SYNCRIP,TMED1,LINC00847,SRF
3874,PRDX4,ACTB,TMUB1,SLC25A14,LY6G5C,HMGXB3,PTCRA,CA5B,SNX8,RLIM,RP1-3J17.3,C19orf52,ZFP62,DNPH1
3875,ACOT9,FSCN1,ABCF2,RBMX2,ABHD16A,CSF1R,CNPY3,ZRSR2,EIF3B,ABCB7,ZNF292,SMARCA4,BTNL9,ZNF318
3876,SAT1,RNF216,CHPF2,ENOX2,DDAH2,PDGFRB,RP3-475N16.1,AP1S2,CHST12,UPRT,GJB7,LDLR,CTC-338M12.5,TJAP1
3877,APOO,CCZ1,NUB1,MST4,CLIC1,TCOF1,PEX6,SYAP1,LFNG,PBDC1,SMIM8,RAB3D,TRIM41,POLR1C
3878,KLHL15,PMS2,RHEB,RAP2C,VARS,CD74,PPP2R5D,TXLNG,BRAT1,ATRX,SLC35A1,EPOR,GNB2L1,YIPF3
3879,EIF2S3,AIMP2,PRKAG2,MBNL3,LSM2,RPS14,MEA1,RBBP7,IQCE,MAGT1,RARS2,PRKCSH,CTC-338M12.4,XPO5
3880,ZFX,EIF2AK1,PRKAG2-AS1,PHF6,HSPA1A,NDST1,KLHDC3,SCML1,TTYH3,COX7B,ORC3,ELOF1,TRIM52,POLH
3881,PDK3,USP42,GALNT11,HPRT1,HSPA1B,SYNPO,RRP36,PHKA2,AMZ1,PGK1,AKIRIN2,ZNF823,TRIM52-AS1,GTPBP2
3882,CXorf21,CYTH3,KMT2C,FAM122B,C6orf48,RBM22,KLC4,PDHA1,GNA12,CYSLTR1,RNGTT,ZNF136,DUSP22,MAD2L1BP
3883,GK,FAM220A,LINC01003,FAM122C,NEU1,DCTN4,MRPL2,SH3KBP1,CARD11,P2RY10,PNRC1,ZNF791,IRF4,MRPS18A
3884,TAB3,RAC1,PAXIP1-AS1,MOSPD1,EHMT2,ZNF300,SRF,CXorf23,FOXK1,ITM2A,PM20D2,C19orf43,EXOC2,VEGFA
3885,CYBB,DAGLB,INSIG1,FAM127A,C2,GPX3,CUL9,EIF1AX,AP5Z1,BRWD3,UBE2J1,JUNB,FOXC1,MRPL14
3886,DYNLT3,KDELR2,AC009403.2,FAM127B,CFB,TNIP1,DNPH1,RPS6KA3,RBAK-RBAKDN,SH3BGRL,RRAGD,PRDX2,GMDS,TMEM63B
3887,RPGR,ZDHHC4,RBM33,ZNF75D,NELFE,ANXA6,ZNF318,SMS,RBAK,ZNF711,LYRM2,FARSA,GMDS-AS1,SLC29A1
3888,MID1IP1,C7orf26,LMBR1,DDX26B,SKIV2L,CCDC69,ABCC10,PRDX4,WIPI2,CHM,MDN1,CALR,WRNIP1,HSP90AB1
3889,BCOR,RP11-611L7.1,NOM1,MMGT1,DXO,GM2A,TJAP1,ACOT9,TNRC18,DIAPH2,BACH2,GADD45GIP1,SERPINB1,SLC35B2
3890,ATP6AP2,ZNF12,UBE3C,MAP7D3,STK19,SLC36A1,POLR1C,SAT1,ACTB,TRMT2B,MAP3K7,LYL1,SERPINB9,NFKBIE
3891,CXorf38,CCZ1B,DNAJB6,HTATSF1,TNXB,SPARC,YIPF3,APOO,FSCN1,TIMM8A,MANEA-AS1,IER2,SERPINB6,AARS2
3892,MED14,C1GALT1,PTPRN2,CD40LG,ATF6B,ATOX1,XPO5,KLHL15,RNF216,BTK,MANEA,C19orf53,NQO2,CDC5L
3893,USP9X,MIOS,NCAPG2,ARHGEF6,FKBPL,G3BP1,POLH,EIF2S3,CCZ1,RPL36A,UFL1,ZSWIM4,RIPK1,SUPT3H
3894,DDX3X,RPA3,ESYT2,RP11-1114A5.4,PRRT1,FAM114A2,GTPBP2,ZFX,PMS2,GLA,NDUFAF4,MIR24-2,BPHL,ENPP4
3895,CASK,RPA3-AS1,WDR60,RBMX,PPT2,MFAP3,MAD2L1BP,PDK3,AIMP2,HNRNPH2,MMS22L,SAMD1,TUBB2A,RCAN2
3896,GPR82,GLCCI1,PLCXD1,ATP11C,EGFL8,GALNT10,MRPS18A,CXorf21,EIF2AK1,ARMCX4,FBXL4,CTB-55O6.12,PSMG4,GPR116
3897,FUNDC1,ICA1,GTPBP6,FMR1,AGPAT1,SAP30L,VEGFA,GK,USP42,ARMCX6,COQ3,DDX39A,SLC22A23,TNFRSF21
3898,KDM6A,NDUFA4,LINC00685,IDS,RNF5,LARP1,MRPL14,GK-AS1,CYTH3,ARMCX3,PNISR,DNAJB1,PXDC1,RP11-385F7.1
3899,RP6-99M1.2,PHF14,SLC25A6,LINC00893,AGER,FAXDC2,TMEM63B,TAB3,FAM220A,ZMAT1,RP11-98I9.4,TECR,FAM50B,CD2AP
3900,KRBOX4,TMEM106B,ASMTL,CXorf40A,PBX2,CNOT8,SLC29A1,CYBB,RAC1,BEX5,USP45,NDUFB7,PRPF4B,MUT
3901,ZNF674-AS1,ARL4A,P2RY8,TMEM185A,GPSM3,GEMIN5,HSP90AB1,DYNLT3,DAGLB,BEX4,TSTD3,ILVBL,ECI2,CENPQ
3902,CHST7,ANKMY2,AKAP17A,CXorf40B,NOTCH4,MRPL22,SLC35B2,RPGR,KDELR2,TCEAL8,CCNC,BRD4,CDYL,MCM3
3903,RP2,BZW2,DHRSX,MTM1,HLA-DRA,TIMD4,NFKBIE,MID1IP1,ZDHHC4,BEX2,ASCC3,AKAP8,RPP40,PAQR8
3904,NDUFB11,AC003075.4,ZBED1,MTMR1,HLA-DRB5,HAVCR2,AARS2,BCOR,C7orf26,WBP5,RP3-467N11.1,RASAL3,LYRM4,EFHC1
3905,RBM10,AHR,CD99,CD99L2,HLA-DRB1,MED7,CDC5L,ATP6AP2,RP11-611L7.1,NGFRAP1,PREP,TPM4,FARS2,TRAM2
3906,UBA1,SNX13,ARSD,HMGB3,HLA-DQA1,ITK,SUPT3H,CXorf38,ZNF12,TCEAL4,PRDM1,RAB8A,NRN1,TRAM2-AS1
3907,CDK16,HDAC9,PRKX,VMA21,HLA-DQB1,CYFIP2,RUNX2,MED14,CCZ1B,TCEAL3,ATG5,FAM32A,F13A1,TMEM14A
3908,USP11,TWISTNB,RP11-706O15.1,CETN2,HLA-DQA2,ADAM19,ENPP4,MED14-AS1,C1GALT1,TCEAL1,AIM1,EPS15L1,LY86,GSTA1
3909,CXorf24,SP4,HDHD1,NSDHL,TAP2.1,THG1L,PLA2G7,USP9X,MIOS,MORF4L2,RTN4IP1,CHERP,RREB1,GSTA4
3910,ARAF,CDCA7L,PNPLA4,ZNF275,PSMB8,LSM11,TNFRSF21,DDX3X,RPA3,TMSB15B,QRSL1,SLC35E1,SSR1,ICK
3911,TIMP1,TOMM7,TBL1X,HAUS7,TAPSAR1,CLINT1,CD2AP,GPR34,RPA3-AS1,SLC25A53,C6orf203,USE1,RIOK1,FBXO9
3912,CFP,FAM126A,WWC3,FAM58A,PSMB9,RNF145,MUT,GPR82,GLCCI1,FAM199X,PDSS2,BABAM1,DSP,ELOVL5
3913,ELK1,KLHL7,HCCS,BCAP31,TAP1,UBLCP1,CENPQ,FUNDC1,ICA1,RBM41,SCML4,DDA1,SNRNP48,GCLC
3914,UXT,NUPL2,MSL3,ABCD1,HLA-DMB,TTC1,MCM3,KDM6A,NDUFA4,PRPS1,SEC63,BST2,TXNDC5,DST
3915,SLC38A5,GPNMB,PRPS2,IDH3G,HLA-DMA,PWWP2A,PAQR8,RP6-99M1.2,PHF14,TSC22D3,OSTM1,PGLS,BLOC1S5,BEND6
3916,FTSJ1,MALSU1,TMSB4X,SSR4,BRD2,CCNJL,EFHC1,RP6-99M1.3,TMEM106B,PSMD10,SNX3,RPL18A,EEF1E1,KIAA1586
3917,PORCN,TRA2A,RAB9A,ARHGAP4,HLA-DOA,SLU7,TRAM2,KRBOX4,ARL4A,ATG4A,LACE1,IFI30,SLC35B3,ZNF451
3918,EBP,CCDC126,TRAPPC2,NAA10,HLA-DPA1,PTTG1,TRAM2-AS1,ZNF674-AS1,ANKMY2,NXT2,FOXO3,JUND,GCNT2,BAG2
3919,TBC1D25,FAM221A,OFD1,RENBP,HLA-DPB1,CCNG1,TMEM14A,CHST7,BZW2,ACSL4,ARMC2,GDF15,PAK1IP1,RAB23
3920,RBM3,MPP6,GPM6B,HCFC1,RXRB,NUDCD2,GSTA1,RP2,TSPAN13,TMEM164,SESN1,SSBP4,TMEM14C,PRIM2
3921,WDR13,OSBPL3,GEMIN8,TMEM187,SLC39A7,HMMR,GSTA4,NDUFB11,AC003075.4,AMMECR1,CEP57L1,ISYNA1,TMEM14B,XXbac-BPGBPG55C20.2
3922,WAS,CYCS,MOSPD2,IRAK1,HSD17B8,MAT2B,ICK,RBM10,AHR,ALG13,CD164,ELL,SMIM13,PTP4A1
3923,HDAC6,C7orf31,PIGA,MECP2,RING1,RARS,FBXO9,UBA1,SNX13,RP1-241P17.4,SMPD2,FKBP8,NEDD9,PHF3
3924,TIMM17B,NFE2L3,CA5B,FLNA,VPS52,PANK3,ELOVL5,CDK16,HDAC9,WDR44,MICAL1,UBA52,HIVEP1,LMBRD1
3925,PQBP1,HNRNPA2B1,ZRSR2,EMD,RPS18,SPDL1,GCLC,USP11,TWISTNB,DOCK11,ZBTB24,COPE,EDN1,FAM135A
3926,SLC35A2,CBX3,AP1S2,RPL10,B3GALT4,DOCK2,DST,ARAF,MACC1,IL13RA1,AK9,SUGP2,PHACTR1,C6orf57
3927,PIM2,SNX10,SYAP1,DNASE1L1,WDR46,LCP2,KIAA1586,SYN1,SP4,PGRMC1,FIG4,RFXANK,TBC1D7,SMAP1
3928,OTUD5,SKAP2,TXLNG,TAZ,PFDN6,GABRP,ZNF451,TIMP1,CDCA7L,SLC25A43,CDC40,GATAD2A,GFOD1,B3GAT2
3929,GRIPAP1,HOTAIRM1,RBBP7,ATP6AP1,RGL2,RANBP17,BAG2,CFP,TOMM7,SLC25A5,CDK19,NDUFA13,SIRT5,OGFRL1
3930,TFE3,HOXA5,SCML1,GDI1,TAPBP,NPM1,PRIM2,ELK1,FAM126A,CXorf56,AMD1,GMIP,RP1-223E5.4,RP11-398K22.12
3931,PRAF2,HIBADH,PDHA1,FAM50A,ZBTB22,FBXW11,XXbac-BPGBPG55C20.2,UXT,KLHL7,UBE2A,GTF3C6,ZNF90,NOL7,MB21D1
3932,WDR45,TAX1BP1,SH3KBP1,LAGE3,DAXX,STK10,PTP4A1,FTSJ1,NUPL2,NKRF,RPF2,ZNF430,RANBP9,MTO1
3933,GPKOW,JAZF1,EIF1AX,UBL4A,KIFC1,UBTD2,PHF3,PORCN,GPNMB,SEPT6,KIAA1919,ZNF714,MCUR1,EEF1A1
3934,PLP2,CREB5,RPS6KA3,SLC10A3,PHF1,NEURL1B,LMBRD1,EBP,MALSU1,SOWAHD,REV3L,ZNF431,CD83,SLC17A5
3935,PRICKLE3,CTB-113D17.1,SMS,FAM3A,CUTA,DUSP1,FAM135A,TBC1D25,TRA2A,RPL39,TRAF3IP2-AS1,RPSAP58,JARID2,CD109
3936,CCDC22,CPVL,PRDX4,G6PD,SYNGAP1,ERGIC1,C6orf57,RBM3,CCDC126,UPF3B,TRAF3IP2,LINC00662,DTNBP1,COX7A2
3937,GSPT2,CHN2,ACOT9,IKBKG,ZBTB9,CTC-308K20.1,SMAP1,WDR13,FAM221A,RNF113A,FYN,UQCRFS1,MYLIP,TMEM30A
3938,MAGED1,SCRN1,SAT1,GAB3,BAK1,RPL26L1,B3GAT2,WAS,MPP6,NDUFA1,TUBE1,POP4,GMPR,FILIP1
3939,TSPYL2,FKBP14,APOO,DKC1,ITPR3,ATP6V0E1,OGFRL1,SUV39H1,DFNA5,NKAP,FAM229B,ZNF507,ATXN1,SENP6
3940,KDM5C,PLEKHA8,KLHL15,MPP1,UQCC2,CREBRF,MB21D1,HDAC6,OSBPL3,ZBTB33,LAMA4,CEP89,FAM8A1,MYO6
3941,SMC1A,MTURN,EIF2S3,F8,LEMD2,BNIP1,MTO1,TIMM17B,CYCS,LAMP2,RP11-367G18.1,CEBPA,NUP153,IRAK1BP1
3942,HSD17B10,ZNRF2,ZFX,F8A1,HMGA1,STC2,EEF1A1,PQBP1,C7orf31,CUL4B,MARCKS,LSM14A,RP11-500C11.3,PHIP
3943,HUWE1,NOD1,PDK3,FUNDC2,C6orf1,BOD1,SLC17A5,SLC35A2,NFE2L3,MCTS1,HDAC2,GPI,KIF13A,HMGN3
3944,PHF8,GGCT,CXorf21,BRCC3,NUDT3,CTB-43E15.4,CD109,PIM2,HNRNPA2B1,C1GALT1C1,NT5DC1,ZNF792,TPMT,SH3BGRL2
3945,TSR2,GARS,GK,VBP1,RPS10,CPEB4,COX7A2,OTUD5,CBX3,THOC2,TSPYL4,GRAMD1A,KDM1B,ELOVL4
3946,GNL3L,LSM5,TAB3,RAB39B,C6orf106,SFXN1,TMEM30A,GRIPAP1,SNX10,XIAP,DSE,FXYD5,DEK,BCKDHB
3947,MAGED2,AVL9,CYBB,TMLHE,RP11-140K17.3,THOC3,SENP6,TFE3,SKAP2,STAG2,TSPYL1,LSR,RNF144B,FAM46A
3948,APEX2,KBTBD2,DYNLT3,VAMP7,SNRPC,SIMC1,MYO6,PRAF2,HOTAIRM1,SH2D1A,FAM26F,USF2,MBOAT1,IBTK
3949,FAM104B,NT5C3A,RPGR,FBXO25,UHRF1BP1,KIAA1191,PHIP,WDR45,HOXA5,SASH3,RWDD1,HAMP,E2F3,TPBG
3950,MAGEH1,RP9,MID1IP1,ERICH1,TAF11,ARL10,HMGN3,GPKOW,HOXA7,UTP14A,ZUFSP,CD22,CDKAL1,UBE3D
3951,RRAGB,DPY19L1,BCOR,CLN8,ANKS1A,NOP16,BCKDHB,MAGIX,HIBADH,AIFM1,KPNA5,DMKN,SOX4,DOPEY1
3952,UBQLN2,HERPUD2,ATP6AP2,CTD-2336O2.1,ZNF76,HIGD2A,FAM46A,PLP2,TAX1BP1,RAB33A,GOPC,TMEM147,CASC15,PGM3
3953,SPIN2B,SEPT7,CXorf38,RP11-115C21.2,DEF6,CLTB,IBTK,PRICKLE3,JAZF1,SLC25A14,DCBLD1,COX6B1,DCDC2,RWDD2A
3954,ARHGEF9,EEPD1,MED14,MCPH1,PPARD,FAF2,TPBG,CCDC22,CREB5,RBMX2,NUS1,IGFLR1,MRS2,ME1
3955,LAS1L,AOAH,USP9X,ANGPT2,FANCE,RNF44,UBE3D,CLCN5,CTB-113D17.1,ENOX2,CEP85L,U2AF1L4,ALDH5A1,PRSS35
3956,MSN,ELMO1,DDX3X,AGPAT5,RPL10A,TSPAN17,DOPEY1,MAGED1,CPVL,MST4,MCM9,PSENEN,TDP2,CYB5R4
3957,VSIG4,GPR141,CASK,DEFB1,FKBP5,UIMC1,PGM3,TSPYL2,CHN2,RAP2C,ASF1A,LIN37,ACOT13,KIAA1009
3958,YIPF6,STARD3NL,GPR34,MFHAS1,SRPK1,ZNF346,RWDD2A,KDM5C,SCRN1,MBNL3,MAN1A1,NFKBID,C6orf62,SNX14
3959,PJA1,VPS41,GPR82,ERI1,MAPK14,FGFR4,ME1,IQSEC2,FKBP14,PHF6,HSF2,HCST,GMNN,SYNCRIP
3960,IGBP1,YAE1D1,FUNDC1,TNKS,BRPF3,NSD1,CYB5R4,SMC1A,PLEKHA8,HPRT1,SERINC1,TYROBP,FAM65B,RP1-3J17.3
