"";"orig.ident";"seurat_clusters";"cancer_name";"nCount_RNA";"nFeature_RNA";"percent.mito";"group";"Celltype_main";"Celltype_final"
"9757";"GSM4116579";1;"Liver";1939;794;1,28932439401753;"N";"Lymphocytes";"CD8T"
"9758";"GSM4116579";1;"Liver";2254;976;1,19787045252884;"N";"Lymphocytes";"NK"
"9759";"GSM4116579";11;"Liver";3819;1352;0,995024875621891;"N";"Myeloids";"DC"
"9760";"GSM4116579";1;"Liver";3790;1330;2,53298153034301;"N";"Lymphocytes";"CD8T"
"9761";"GSM4116579";1;"Liver";2163;940;1,47942672214517;"N";"Lymphocytes";"NKT"
"9762";"GSM4116579";1;"Liver";4213;1476;1,40042724899122;"N";"Lymphocytes";"CD4T"
"9763";"GSM4116579";1;"Liver";1995;913;0,75187969924812;"N";"Lymphocytes";"CD8T"
"9764";"GSM4116579";4;"Liver";2985;1214;2,51256281407035;"N";"Lymphocytes";"NK"
"9765";"GSM4116579";6;"Liver";11980;2681;4,04841402337229;"N";"Lymphocytes";"CD4T"
"9766";"GSM4116579";1;"Liver";3071;1193;1,23738196027353;"N";"Lymphocytes";"CD8T"
